Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Plakat mit strafrechtlich relevantem Inhalt sichergestellt,24.05.2025,Mitte,"Nr. 1245
Gestern Nachmittag meldeten sich zwei Bürger bei der Polizei Berlin, nachdem sie in sozialen Medien Aufnahmen von Plakaten mit strafrechtlich relevantem Inhalt bemerkt hatten. Die Plakate in Mitte bezogen sich auf einen getöteten Mitarbeiter der israelischen Botschaft in Washington. Am angezeigten Ort in der Geschwister-Scholl-Straße konnten die Einsatzkräfte gegen 16 Uhr kein Plakat feststellen. In der Planckstraße fanden sie kurze Zeit später ein Plakat vor und stellten es sicher. Der Staatsschutz des Landeskriminalamtes ermittelt nun wegen des Verdachts der Billigung von Straftaten und des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1563383.php,berlin_police_results.csv,True,['verfassungswidrig'],24.05.2025,['16'],[],[],[],['verfassungswidriger'],
Fassade einer Synagoge beschmiert,23.05.2025,Mitte,"Nr. 1239
Heute früh wurde eine Sachbeschädigung in Mitte festgestellt. Gegen 6:30 Uhr stellte ein Angestellter des Zentralen Objektschutzes in der Brunnenstraße einen Schriftzug an der Außenwand einer Synagoge fest. Die Ermittlungen zu der Sachbeschädigung mit politischem Hintergrund hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1563302.php,berlin_police_results.csv,True,['mit politischem hintergrund'],23.05.2025,['6:30'],[],[],[],['mit politischem hintergrund'],
Gäste einer Kneipe rassistisch beleidigt und verfassungsfeindliche Parolen gerufen,22.05.2025,Charlottenburg-Wilmersdorf,"Nr. 1228
Einsatzkräfte des Polizeiabschnitts 24 nahmen heute früh in Wilmersdorf einen Mann fest. Den bisherigen Erkenntnissen und Zeugenangaben zufolge hielt sich der Mann gegen 4:30 Uhr in einer Kneipe in der Paulsborner Straße auf und soll dort mehrfach Gäste rassistisch beleidigt sowie verfassungsfeindliche Parolen gerufen haben. Eine Mitarbeiterin der Kneipe habe daraufhin den alkoholisierten 49 Jahre alten Mann nach draußen verwiesen. Alarmierte Einsatzkräfte nahmen ihn vor dem Lokal fest. Auch in Anwesenheit der Polizisten wiederholte der Tatverdächtige die rassistischen Beleidigungen und den Ausruf „Heil Hitler“. Nach der Feststellung seiner Identität setzte er seinen Weg fort. Die Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1562685.php,berlin_police_results.csv,True,['rassistisch'],22.05.2025,['4:30'],[],"['mann', 'mann', 'mann']",['beleidigung'],"['rassistisch', 'rassistischen']",
Landfriedensbruch anlässlich einer Spielbegegnung der Fußball-Regionalliga Nordost,19.05.2025,Lichtenberg,"Nr. 1208
Die Polizei Berlin betreute gestern mit Unterstützung von Kräften der Bundespolizei mit rund 300 Einsatzkräften eine Spielbegegnung der Fußball-Regionalliga Nordost im Sportforum Hohenschönhausen in Alt-Hohenschönhausen. Dabei kam es zu Auseinandersetzungen und tätlichen Angriffen auf Einsatzkräfte der Polizei.
Während der Zustromphase der Fußballanhängerinnen und Fußballanhänger zum Stadion stauten und vermischten sich gegen 11:30 Uhr vor einem Einlasspunkt Gäste mit und ohne Eintrittskarten. Diese drückten gegen die dort eingesetzten Ordner, durchbrachen schließlich die Einlassstelle und stießen dabei mehrere Zaunelemente um. Diese Personengruppe zeigte sich sofort gewaltbereit, sodass bereitstehende Einsatzkräfte dort mit entsprechenden Maßnahmen und unter Anwendung unmittelbaren Zwangs die eingesetzten Ordner unterstützten, um ein weiteres Durchbrechen bis in den Kassenbereich zu verhindern. Weitere unmittelbar in der Nähe befindliche Dienstkräfte eilten hinzu. Hierbei kam es zu Tritten und Schlägen der Fußballfans gegen die eingesetzten Polizeikräfte. Ein Beamter wurde dabei zu Boden gebracht und erlitt Tritte sowie Schläge gegen den Kopf, sodass er kurzzeitig bewusstlos wurde. Alarmierte Rettungskräfte brachten ihn zur medizinischen Behandlung in ein
    Krankenhaus. Er konnte seinen Dienst nicht fortsetzen. Fünf weitere Dienstkräfte erlitten Prellungen, verblieben aber im Dienst. Durch das konsequente Einschreiten konnten die Fußballanhängerinnen und Fußballanhänger aufgehalten und gemeinsam mit dem sie begleitenden sogenannten Fanprojekt beruhigt werden.
Ebenfalls noch vor Spielbeginn konnte durch das Einschreiten der Einsatzkräfte eine sogenannte Drittort-Auseinandersetzung verhindert werden. Diese drohte durch das Eintreffen eines nicht angekündigten Reisebusses mit weiteren Fußballfans, und dadurch zu einem Aufeinandertreffen rivalisierender Anhängerinnen und Anhänger, gegen 12 Uhr zu entstehen.
Während des Spiels kam es zu Provokationen zwischen den Fans der beiden Mannschaften, die aber ohne strafrechtliche Relevanz blieben. Im Block der Heimfans wurden zudem Pyrotechnik und sogenannte Nebeltöpfe gezündet.
Insgesamt mussten die Einsatzkräfte gegen vier Personen freiheitsbeschränkende Maßnahmen durchführen und fünf Strafermittlungsverfahren unter anderem wegen des Verdachts des Landfriedensbruchs, des tätlichen Angriffs auf Vollstreckungsbeamte und des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen einleiten.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1560708.php,berlin_police_results.csv,True,['verfassungswidrig'],19.05.2025,"['11:30', '12']",[],[],"['angriff', 'schlagen']",['verfassungswidriger'],
Fahrgäste fremdenfeindlich beleidigt und belästigt,18.05.2025,Friedrichshain-Kreuzberg,"Nr. 1199
Einsatzkräfte der Polizei nahmen gestern Nachmittag einen randalierenden Mann in Kreuzberg fest. Ein Fahrer eines Busses der BVG alarmierte gegen 15 Uhr die Polizei zu einer Haltestelle am Mendelssohn-Bartholdy-Park. Zuvor hatte ein Mann den Bus der Linie M 29 an der Haltestelle Reichpietschufer / Hallesches Ufer betreten und soll sogleich einen jugendlichen Fahrgast fremdenfeindlich beleidigt haben. Der später identifizierte 50-Jährige soll anschließend begonnen haben, im Bus herumzubrüllen und die übrigen Fahrgäste zu belästigen. Mit zunehmendem aggressiven Verhalten soll der Tatverdächtige schließlich eine Glasflasche aus dem Bus geworfen haben. Der Busfahrer setzte daraufhin die Fahrt an der Haltestelle Mendelssohn-Bartholdy-Park nicht fort und forderte den Mann auf, den Bus zu verlassen. Dieser Aufforderung kam der 50-Jährige nicht nach, der Busfahrer alarmierte die Polizei. Die Einsatzkräfte nahmen den mutmaßlichen Rechtsbrecher fest und führten eine
    Atemalkoholmessung durch. Diese ergab einen Wert von ungefähr 0,8 Promille. Nach Feststellung seiner Identität in einer nahegelegenen Polizeidienststelle konnte er später seinen Weg fortsetzen. Er muss sich nun wegen des Verdachts der fremdenfeindlichen Beleidigung und des Hausfriedensbruches verantworten. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1560562.php,berlin_police_results.csv,True,['fremdenfeindlich'],18.05.2025,['15'],"['50', '50']","['mann', 'mann', 'mann']","['treten', 'beleidigung']","['fremdenfeindlich', 'fremdenfeindlichen']",
Nationalsozialistische Schmierereien – ein Tatverdächtiger festgenommen,18.05.2025,Mitte,"Nr. 1197
Einsatzkräfte der Polizei nahmen gestern Nachmittag einen Jugendlichen im Stadtteil Tiergarten fest. Anwohner der Bartningallee alarmierten gegen 14 Uhr die Polizei zu einem Mehrfamilienhaus. Dort im Haus hatten sie mehrere nationalsozialistische Schmierereien in Fluren, Aufzügen und an Wänden festgestellt. Die größten Schmierereien hatten einen Umfang von ungefähr 6 mal 2 Meter. Die Zeugen teilten den Einsatzkräften mit, dass ein weiterer Zeuge dazu zwei tatverdächtigen Jugendlichen auf der Straße des 17. Juni folge. Die Polizisten nahmen mit diesem Zeugen Kontakt auf, der ihnen mitteilte, dass die Tatverdächtigen bereits die Unterführung zur Siegensäule betreten hatten und dort ebenfalls nationalsozialistische Parolen an die Wände schmierten. Auf dem Weg dorthin sollen die beiden mutmaßlichen Rechtsbrecher darüber hinaus noch wiederholt den sogenannten Hitlergruß gezeigt und nationalsozialistische Parolen gerufen haben. Die Polizistinnen und Polizisten nahmen
    einen der beiden Jugendlichen, einen 16-Jährigen, fest. Dessen Komplize konnte in den Tiergarten flüchten und entkam. Bei der Durchsuchung des Tatverdächtigen fanden die Polizeikräfte ein verbotenes Messer sowie zwei Farbstifte, sogenannte Permanentmarker, und beschlagnahmten alles. Eine Messung des Atemalkohols des 16-Jährigen ergab einen Wert von rund 1,3 Promille. Nach Feststellung seiner Identität konnte der mutmaßliche Schmierer seinen Weg fortsetzen. Er muss sich nun wegen des Verdachts der Sachbeschädigung, des Verstoßes gegen das Waffengesetz und der Verwendung von Kennzeichen verfassungswidriger und terroristischer Organisationen verantworten. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1560560.php,berlin_police_results.csv,True,"['hitlergruß', 'nationalsozialistisch', 'nationalsozialistische', 'verfassungswidrig']",18.05.2025,['14'],"['16', '16']",[],['treten'],"['verfassungswidriger', 'nationalsozialistische', 'hitlergruß']",
Hitlergruß gezeigt - Festnahme,18.05.2025,Mitte,"Nr. 1196
Einsatzkräfte der Polizei nahmen gestern Abend einen Mann im Stadtteil Tiergarten fest. Zeugen wiesen gegen 19 Uhr zufällig anwesende Einsatzkräfte der Polizei auf den 38-Jährigen hin, der auf dem Potsdamer Platz öffentlich mehrfach den sogenannten Hitlergruß gezeigt hatte. Ein Zeuge hatte die Tat gefilmt und zeigte den Beamtinnen und Beamten die Tathandlung. Die Einsatzkräfte sprachen den 38-Jährigen an und nahmen ihn fest. Nach Feststellung seiner Identität und rechtlicher Belehrung wurde er später wieder entlassen. Die weiteren Ermittlungen wegen des Verdachts des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1560559.php,berlin_police_results.csv,True,"['hitlergruß', 'verfassungswidrig']",18.05.2025,['19'],"['38', '38']",['mann'],[],"['verfassungswidriger', 'hitlergruß']",
Bilanzmeldung zu Veranstaltungen und einer aufgelösten Kundgebung am U-Bahnhof Südstern,16.05.2025,Friedrichshain-Kreuzberg,"Nr. 1181
Nach anhaltender Begehung von Straftaten musste eine pro-palästinensische Kundgebung zum Thema „Nakba 77“ gestern Abend in Kreuzberg durch die Polizei aufgelöst werden. Die Gedenkveranstaltung für Margot Friedländer sowie eine Versammlung zum Thema „No Nakba Marsch! Antifaschistischer Protest gegen den antisemitischen Nakba Marsch“ verliefen hingegen störungsfrei. Rund 1.000 Einsatzkräfte, mit Unterstützung der Polizei Brandenburg und der Bundespolizei, waren im gesamten Tagesverlauf im Einsatz.
Die Versammlung zum Thema „Nakba 77“ wurde als Aufzug angezeigt und von der Versammlungsbehörde aus Sicherheitsgründen aber auf eine ortsfeste Kundgebung beschränkt. Vor Beginn der Kundgebung am U-Bahnhof Südstern wurde durch die Polizei mit der Versammlungsleiterin daher ein Gespräch geführt und auf die letzte Entscheidung des Oberverwaltungsgerichts Berlin-Brandenburg verwiesen. Die Kundgebung startete gegen 16:20 Uhr und gleich zu Beginn wurden bereits verbotene Parolen skandiert. Nach starkem Zustrom wuchs die Teilnehmerzahl in der Spitze auf 1.100 Personen an. Ein Streamer, der einen Live-Stream der Kundgebung veröffentlicht hatte, wurde von Teilnehmerinnen und Teilnehmer der Kundgebung bedrängt. In diesem Zusammenhang nahmen Polizeikräfte eine Person fest.
Im Bereich der Fontanepromenade Ecke Blücherstraße verhinderten Einsatzkräfte, dass etwa 400 Teilnehmende einen Aufzug formierten. Ein Großteil der Teilnehmenden zeigten sich über den gesamten Zeitraum der Versammlung äußerst aggressiv. Andersdenkende wurden verbal und auch körperlich attackiert. Die Versammlungsleiterin zeigte sich zu keinem Zeitpunkt kooperativ und verlor den Einfluss auf ihre Ordner, die die polizeilichen Maßnahmen durch das Verknoten von Transparenten und das Halten der Transparente auf Sichthöhe zusätzlich erschwerten. Die Stimmung schlug dann um und die Polizeieinsatzkräfte wurden mit Schlägen, Tritten und Flaschenwürfen angegriffen. Im Zuge der dadurch resultierenden polizeilichen Maßnahmen und Festnahmen wendeten die Einsatzkräfte unmittelbaren Zwang in Form von Schieben, Drücken und Schlagtechniken an. Mehrere Gewalttäter in der Menge des Versammlungsgeschehens griffen gezielt einen Polizeibeamten an, brachten ihn zu Boden und traten
    massiv auf ihn ein. Er wurde noch am Ort von Rettungskräften behandelt. Seine Verletzungen waren so erheblich, dass er zur stationären Aufnahme in ein Krankenhaus gebracht wurde, wo er derzeit medizinisch weiterbehandelt werden muss. Lebensgefahr besteht nicht.
Im weiteren Verlauf kam es zu wiederholten Versuchen, erneut einen Aufzug zu formieren, sodass zwei Wasserwerfer vorgefahren wurden, um die Absperrmaßnahmen der Einsatzkräfte zu verstärken und eine mögliche Laufstrecke zu blockieren. Nach anhaltender Begehung von erheblichen Straftaten wurde die Kundgebung von der Polizei um kurz vor 20 Uhr aufgelöst. Da die Audioanlage des bei der Kundgebung verwendeten Lautsprecherwagens die polizeilichen Verfügungsdurchsagen beeinträchtigte, schalteten die Einsatzkräfte die Anlage ab.
Insgesamt wurden elf Einsatzkräfte verletzt, wovon zehn ihren Dienst fortsetzen konnten. 56 Personen wurden festgenommen. Bis auf zwei Personen, die zwecks Unterbindungsgewahrsam einem Bereitschaftsgericht vorgeführt wurden, kamen alle nach den polizeilichen Maßnahmen wieder auf freien Fuß. Die Ermittlungen zu 42 Strafanzeigen wegen Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen, tätlichen Angriffs auf Vollstreckungsbeamte, gefährlicher Körperverletzung, Widerstands gegen Vollstreckungsbeamte, Sachbeschädigung, besonders schweren Landfriedensbruchs, Körperverletzung und Beleidigung dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1560425.php,berlin_police_results.csv,True,"['antisemitisch', 'verfassungswidrig']",16.05.2025,"['16:20', '20']",[],[],"['angriff', 'schlagen', 'beleidigung', 'versammlung', 'körperverletzung']","['verfassungswidriger', 'antisemitischen']",
Sachbeschädigung an acht Fahrzeugen,10.05.2025,Lichtenberg,"Nr. 1147
In der vergangenen Nacht haben Unbekannte acht Fahrzeuge in Neu-Hohenschönhausen beschädigt. Gegen 5:45 Uhr stellte ein Mann ein eingeritztes Hakenkreuz auf der Motorhaube seines im Schweriner Ring geparkten Audis fest. Die Polizeikräfte stellten während der Anzeigenaufnahme weitere sieben Fahrzeuge mit jeweils einem eingeritzten Hakenkreuz auf der Motorhaube oder der Beifahrertür in den Straßen Schweriner Ring, Hagenower Ring und Ernst-Barlach-Straße fest. Die weiteren Ermittlungen hat der Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1558192.php,berlin_police_results.csv,True,['hakenkreuz'],10.05.2025,['5:45'],[],['mann'],[],['hakenkreuz'],
Mann fremdenfeindlich angegriffen,08.05.2025,Pankow,"Nr. 1134
In der vergangenen Nacht kam es in Pankow zu einem Polizeieinsatz wegen eines fremdenfeindlichen Angriffs. Ein 24 Jahre alter Mann gab gegenüber den Einsatzkräften an, gegen 0:40 Uhr vom S-Bahnhof Pankow kommend in Richtung Breite Straße unterwegs gewesen zu sein. Auf der Höhe des Bleichröderparks seien zwei ihm unbekannte junge Männer von einer Bank aufgestanden und auf ihn zugekommen. Sie sollen ihm gegen den Oberkörper geschlagen und sich ihm gegenüber fremdenfeindlich geäußert haben. Der 24-Jährige ergriff daraufhin die Flucht; dabei sollen ihm die Angreifer gefolgt sein. Als der 24-Jährige auf Passanten zuging, um diese um Hilfe zu bitten, sollen die beiden Angreifer geflüchtet sein. Der 24-Jährige blieb unverletzt. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1557789.php,berlin_police_results.csv,True,['fremdenfeindlich'],08.05.2025,['0:40'],"['24', '24', '24']","['mann', 'mann', 'junge']","['angriff', 'schlagen']","['fremdenfeindlich', 'fremdenfeindlichen']",
Körperverletzungen und Drohungen nach Diebstahl im Spätkauf,08.05.2025,Friedrichshain-Kreuzberg,"Nr. 1132
In der vergangenen Nacht kam es zu einem Polizeieinsatz in Friedrichshain. Nach bisherigen Erkenntnissen und Zeugenaussagen griff ein 18-Jähriger gegen 1:50 Uhr in einem Spätkauf in der Warschauer Straße mehrere Schachteln Zigaretten und flüchtete aus dem Laden, ohne die Ware zu bezahlen. Der 34-jährige Ladenbesitzer und sein 41-jähriger Bekannter liefen dem mutmaßlichen Dieb hinterher und hielten ihn in der Grünberger Straße zunächst fest. Es folgte eine körperliche Auseinandersetzung. Dabei soll der 18-Jährige den Ladenbesitzer mit Pfefferspray besprüht und dessen Bekannten mit einem Messer in den Oberschenkel gestochen haben, während ihn die 34 und 41 Jahre alten Männer ihrerseits mit Faustschlägen traktiert haben sollen. Anschließend hielt der 18-Jährige das Messer in Richtung der inzwischen eingetroffenen Einsatzkräfte. Drei Einsatzkräfte richteten ihre Dienstwaffen in entschlossener Schießhaltung in Richtung des Tatverdächtigen und forderten ihn auf,
    das Messer wegzulegen. Der Tatverdächtige unternahm zunächst einen Fluchtversuch, die Einsatzkräfte konnten ihn jedoch kurz danach festnehmen. Bei der Festnahme warf er das Messer weg. Es wurde sichergestellt. Während des Transports in eine Polizeidienststelle leistete der 18-Jährige massiven Widerstand. Neben diversen Bedrohungen und Beleidigungen gegenüber den Einsatzkräften kündigte er Anschläge auf eine Polizeiwache und eine religiöse Einrichtung an und äußerte sich fremdenfeindlich. Deshalb brachten ihn die Einsatzkräfte dann in ein Polizeigewahrsam, wo er sich einer erkennungsdienstlichen Behandlung und einer Blutentnahme unterziehen musste. Der 34-Jährige erlitt Augenreizungen, der 41-Jährige eine Stichverletzung am Bein. Alarmierte Rettungskräfte übernahmen die ambulante Behandlung. Der Tatverdächtige klagte seinerseits über Kopf- und Nackenschmerzen, bedurfte aber keiner medizinischen Behandlung. Der Polizeiliche Staatsschutz des Landeskriminalamtes
    ermittelt nun wegen des Verdachts der Störung des öffentlichen Friedens durch Ankündigung von Straftaten. Ein Fachkommissariat der Polizeidirektion 5 (City) hat die weiteren Ermittlungen wegen des Verdachts des räuberischen Diebstahls und der wechselseitigen gefährlichen Körperverletzungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1557785.php,berlin_police_results.csv,True,['fremdenfeindlich'],08.05.2025,['1:50'],"['18', '34', '41', '18', '18', '18', '34', '41']",[],"['beleidigung', 'diebstahl', 'körperverletzung']",['fremdenfeindlich'],
Körperverletzung und fremdenfeindliche Beleidigung im S-Bahnhof,07.05.2025,Neukölln,"Nr. 1128
Gestern Abend wurden Polizeikräfte zu einer Körperverletzung und einer fremdenfeindlichen Beleidigung nach Neukölln alarmiert. Nach den bisherigen Ermittlungen sollen eine 17- und eine 18-Jährige gegen 19:50 Uhr von einer bislang unbekannten Tatverdächtigen auf dem S-Bahnhof Sonnenallee bespuckt worden sein, ohne dabei getroffen zu werden. Gleichzeitig soll die Unbekannte die jungen Frauen fremdenfeindlich beleidigt und beiden mit der Faust gegen den Kopf geschlagen haben. Als es daraufhin zu einem Handgemenge kam, soll die 17-Jährige mit einem Reizstoffsprühgerät in Richtung der Tatverdächtigen gesprüht haben, ohne sie dabei zu treffen. Die Tatverdächtige flüchtete in unbekannte Richtung. Die 17-Jährige erlitt eine Kopfverletzung und die 18-Jährige Verletzungen an einem Handgelenk sowie im Gesicht. Alarmierte Rettungskräfte brachten beide zu ambulanten Behandlungen in ein Krankenhaus. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des
    Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1557703.php,berlin_police_results.csv,True,['fremdenfeindlich'],07.05.2025,['19:50'],"['18', '17', '17', '18']",[],"['schlagen', 'beleidigung', 'körperverletzung']","['fremdenfeindliche', 'fremdenfeindlich', 'fremdenfeindlichen']",
Queerfeindlich beleidigt und mit Gegenständen beworfen,07.05.2025,Pankow,"Nr. 1124
Der Staatsschutz des Landeskriminalamts Berlin ermittelt wegen des Verdachts eines queerfeindlichen Angriffs in der vergangenen Nacht in Prenzlauer Berg. Gegen 22:30 Uhr alarmierten zwei 21-jährige Personen die Polizei und gaben an, kurz zuvor in der Landsberger Allee aus einer 15 bis 20 Personen großen Gruppe heraus queerfeindlich beleidigt und mit Gegenständen beworfen worden zu sein. Die beiden 21-Jährigen wurden dabei nicht verletzt. Die Einsatzkräfte konnten die Gruppe der Angreifer, die inzwischen geflüchtet war, in der Nähe nicht mehr ausfindig machen. Die Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1557467.php,berlin_police_results.csv,True,['queerfeindlichkeit'],07.05.2025,['22:30'],"['21', '21']",[],['angriff'],['queerfeindlichen'],
Seniorin fremdenfeindlich beleidigt und zu Boden getreten,06.05.2025,Neukölln,"Nr. 1121
Heute Vormittag soll ein Mann in Neukölln eine Seniorin angegriffen haben. Sie hielt sich kurz vor 11 Uhr in der Kirchhofstraße auf, als plötzlich ein hinter ihr befindlicher Unbekannter fremdenfeindliche Äußerungen gerufen habe. Zeitgleich habe er ihr unvermittelt in den Rücken getreten, sodass sie zu Boden gestürzt sein soll. Dann soll er die Seniorin mehrfach getreten haben. Als eine Zeugin und Passanten hinzugekommen sein sollen und der Frau aufgeholfen habe, habe der Tatverdächtige sie noch geschlagen. Erst als weitere Unbeteiligte einschritten, habe er auf einem Fahrrad die Flucht ergriffen. Die Seniorin erlitt Verletzungen am Kopf und Rumpf und wurde ambulant im Krankenhaus behandelt. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin ermittelt.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1557309.php,berlin_police_results.csv,True,['fremdenfeindlich'],06.05.2025,['11'],[],"['mann', 'frau']","['schlagen', 'treten']","['fremdenfeindliche', 'fremdenfeindlich']",
Bilanzmeldung zu Versammlungen im Kontext mit dem Nahostkonflikt,04.05.2025,Mitte,"Nr. 1102
In Mitte und Wedding begleitete gestern die Polizei Berlin Versammlungen mit Bezug zum Nahostkonflikt.
Vor Beginn der Kundgebung mit dem Titel „Stop the Genocide“ in der Friedrichstraße beschränkten Einsatzkräfte die Freiheit einer Teilnehmerin, die ein Bekleidungsstück mit strafbarem Aufdruck trug. Gegen 15:30 Uhr begann die Kundgebung mit 90 Teilnehmerinnen und Teilnehmern. Die Personenanzahl stieg auf 140 in der Spitze an. Teilnehmende versuchten immer wieder die Arbeit von Pressevertretenden und Berichterstattenden sowie Einsatzkräften durch das Hochhalten von Schals und Regenschirmen zu verhindern. Zudem kam es zu verbalen Auseinandersetzungen und Beleidigungen zwischen Versammlungsteilnehmenden und Medienvertretenden, jedoch auch unter den Medienvertretenden selbst. Da die Versammlungsleitung keine Einwirkungsmöglichkeit auf die Teilnehmerinnen und Teilnehmer mehr hatte, wurde die Versammlung dahingehend beschränkt, die Behinderung der Pressearbeit und der Polizei zu unterlassen. Dazu wurden von Einsatzkräften mehrfach Durchsagen getätigt und ein
    Medienschutzbereich eingerichtet. Bei der Festnahme von drei Personen, die gegen diese Beschränkung verstießen, mussten unsere Einsatzkräfte unmittelbaren Zwang in Form von Schieben und Drücken, Festhalte- und Transportgriffen anwenden, da andere Versammlungsteilnehmende auf die Festnahmen einwirkten und sie verhindern wollten. Gegen 18:15 Uhr wurde die Versammlung von der Leiterin beendet.
Die Kundgebung „Solidarität mit Palästina. Stoppt den Gaza Genozid – Keine Waffenlieferung an Israel.“, die zwischen 17:20 und 19 Uhr in der Müllerstraße mit 170 Teilnehmerinnen und Teilnehmern stattfand, verlief störungsfrei.
Insgesamt gab es sechs Festnahmen und es wurden neun Strafermittlungs- beziehungsweise Ordnungswidrigkeitenverfahren, unter anderem wegen des Zeigens verfassungswidriger Symbole, Beleidigung und Verstößen gegen das Versammlungsfreiheitsgesetz eingeleitet.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1556418.php,berlin_police_results.csv,True,['verfassungswidrig'],04.05.2025,"['15:30', '18:15', '19']",[],[],"['beleidigung', 'versammlung']",['verfassungswidriger'],
