Title,Date,Location,Text,URL,Tag
Frau greift Rettungskräfte an und verletzt Polizistin,03.02.2025,"Teltow, Gartenstraße, Potsdam-Mittelmark","Zeugen meldeten der Polizei am Freitag, dass sie von einem Bekannten Textnachrichten erhalten haben, in denen dieser über ein akut psychisches Problem berichtete. Sofort begaben sich Polizisten und Rettungskräfte zur genannten Anschrift. Sie konnten dort den Betroffenen dann dort auch antreffen und mit ihm sprechen. Durch Rettungskräfte und einem hinzugezogenen Notarzt konnte dem Mann dann umgehend geholfen werden. Er wurde für weitere Untersuchungen in ein umliegendes Krankenhaus gebracht.
Dies empfand dessen Lebenspartnerin (49) aber offenbar als nicht zielführend und störte die Rettungskräfte am Arbeiten. Als sie die Beamten dann beruhigen und an weiteren Störungshandlungen hindern wollten, stach diese mit einem Schlüssel in der Hand auf den Brustkorb eines Beamten (30) ein. Dieser wurde dadurch aber nicht verletzt. Um weitere Handlungen und Angriffe abzuwenden, musste die Frau dann mit einfacher körperlicher Gewalt auf den Boden gebracht und mit Handfesseln fixiert werden. Dabei beleidigte die Frau die Polizisten massiv und biss einer Beamtin (37) in die Hand, sodass diese leicht verletzt wurde. Die Beamtin war dadurch später nicht mehr dienstfähig. Ein Atemalkoholtest bei der beschuldigten Frau ergab einen Wert, der über 1,5 Promille lag. Es wurde eine Blutprobe angeordnet. Sie wurde anschließend von einem Notarzt in eine psychiatrische Klinik eingewiesen. Die Polizei hat nun Ermittlungen wegen des tätlichen Angriffs auf Polizeibeamte und einem Körperverletzungsdelikt eingeleitet.",https://polizei.brandenburg.de/pressemeldung/frau-greift-rettungskraefte-an-und-verle/5411291,None
Drogenverdacht im Straßenverkehr,03.02.2025,"Sonnewalde, Elbe-Elster","Montagvormittag wurde der Fahrer eines MERCEDES- Transporters in der Brenitzer Straße kontrolliert. Zur Prüfung der Fahrtauglichkeit führten die Beamten einen Drogentest beim 32-jährigen Fahrer durch. Dieser reagierte positiv auf die Stoffgruppen Cannabis und Opiate.
Da dies nur den Verdacht von Betäubungsmittelkonsum begründete, wurde eine beweissichere Blutprobeentnahme veranlasst und Anzeige erstattet. Dem Fahrer wurde die Weiterfahrt untersagt.",https://polizei.brandenburg.de/pressemeldung/drogenverdacht-im-strassenverkehr/5410931,None
Einbruch in Fahrradladen,03.02.2025,"Falkenberg, Elbe-Elster","Am Montagmorgen bemerkte der Inhaber eines Fahrradgeschäfts in der Mühlberger Straße eine offenstehende Tür. Nach Eintreffen der Beamten bestätigte sich, dass Unbekannte eingebrochen waren und mehrere E-Bikes entwendet hatten.
Eines der gestohlenen Räder konnte durch einen Spaziergänger kurze Zeit später in der nahen Umgebung aufgefunden werden. Es entstand ein hoher fünfstelliger Sachschaden. Die Kriminalpolizei sicherte Spuren und leitete ein Ermittlungsverfahren ein.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-fahrradladen/5410922,None
Einbruchsverdacht,03.02.2025,"Schönborn, Elbe-Elster","Nachdem ein Anwohner der Schadewitzer Straße in der Nacht zu Montag durch ein lautes Geräusch wachgeworden war, schaute er nach und stellte eine eingeschlagene Fensterscheibe fest. Er sah mehrere Unbekannte auf dem Grundstück, die kurz darauf flüchteten. Sie stiegen in zwei Autos und verließen die Örtlichkeit.
Die Unbekannten gelangten nach ersten Erkenntnissen nicht in das Einfamilienhaus. Die eingesetzten Beamten sicherten Spuren.",https://polizei.brandenburg.de/pressemeldung/einbruchsverdacht/5410921,None
Einbruch in Bauwagen,03.02.2025,"Lauchhammer, Oberspreewald-Lausitz","Am Montagvormittag wurde der Polizei der Einbruch in einen Bauwagen an der Bundesstraße 169 zwischen Kaupen und Plessa gemeldet. Unbekannte brachen die transportable Unterkunft für Bauarbeiter auf und entwendeten Dieselkraftstoff im dreistelligen Eurobereich.
Die Polizei sicherte Spuren und leitete ein Ermittlungsverfahren ein.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-bauwagen/5410915,None
"Ohne Versicherung, aber Drogenverdacht",03.02.2025,"Senftenberg, Oberspreewald-Lausitz","Polizeibeamte unterzogen den Fahrer eines Elektro-Kleinstfahrzeuges in der Nacht zu Montag einer Verkehrskontrolle in der August-Bebel-Straße. Dabei stellten sie fest, dass das angebrachte Versicherungskennzeichen nicht zum E-Roller gehört.
Darüber hinaus reagierte ein Drogenvortest beim Fahrzeugführer positiv auf Cannabis. Das hatte die Blutprobenentnahme, eine Anzeige und Untersagung der Weiterfahrt zur Folge.",https://polizei.brandenburg.de/pressemeldung/ohne-versicherung-aber-drogenverdacht/5410914,None
Autoanhänger gestohlen,03.02.2025,"Wildau, Dahme-Spreewald","Am Sonntag wurde der Polizei ein Fahrzeugdiebstahl angezeigt, der auf einem Parkplatz des A10-Center Wildau an der Chausseestraße verübt worden war. Ein gesichert abgestellter Autoanhänger des Herstellers Daltec war im Verlauf des Wochenendes gestohlen worden.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem Kastenmodell CARGO 25 eingeleitet.",https://polizei.brandenburg.de/pressemeldung/autoanhaenger-gestohlen/5410900,None
Gestohlen und wiedergefunden,03.02.2025,"Lübben, Dahme-Spreewald","Der Polizei wurde am Sonntag zur Mittagszeit ein Autodiebstahl in der Kastanienallee angezeigt. Aus einer Garage in einem umfriedeten Grundstück war ein SEAT-Kleinwagen gestohlen worden, so dass umgehend Fahndungsmaßnahmen einzuleiten waren.
In deren Rahmen wurden Polizeibeamte am Montagmorgen kurz nach 02:00 Uhr fündig. Bei ihrer nächtlichen Streife bemerkten sie das Fahrzeug in der Bahnhofstraße und stoppten es, um eine Kontrolle durchzuführen. Der 33-jährige Fahrer erwies sich ersten Ermittlungen zufolge auch als Tatverdächtiger des Diebstahls und war nicht im Besitz einer Fahrerlaubnis. Da darüber hinaus ein Drogenvortest bei ihm positiv auf Amphetamine reagierte, wurde zur Sicherung gerichtsfester Beweise eine Blutprobe im Krankenhaus veranlasst.
Das Fahrzeug wurde sichergestellt und die entsprechenden Ermittlungsverfahren eingeleitet.",https://polizei.brandenburg.de/pressemeldung/gestohlen-und-wiedergefunden/5410901,None
Schulgebäude beschädigt,03.02.2025,"Cottbus, Cottbus","Reinigungskräfte einer Schule in Sandow stellten Montagmorgen gegen 08:00 Uhr eine beschädigte Fensterscheibe fest. Diese war vermutlich am Wochenende mit einem massiven Gegenstand eingeschlagen worden.
Die Polizei ermittelt wegen der Sachbeschädigung.",https://polizei.brandenburg.de/pressemeldung/schulgebaeude-beschaedigt/5410893,None
Drogenverdacht im Straßenverkehr,03.02.2025,"Cottbus, Cottbus","Beamte kontrollierten in der Nacht zum Montag den Fahrer eines PEUGEOT auf dem Stadtring in Sandow. Nachdem er körperliche Auffälligkeiten zeigte, wurde ein Drogenvortest durchgeführt, welcher wiederum positiv auf Cannabis reagierte.
Was folgte war die Veranlassung der Blutprobenentnahme, Untersagung der Weiterfahrt und Einleitung eines Verfahrens.",https://polizei.brandenburg.de/pressemeldung/drogenverdacht-im-strassenverkehr/5410891,None
Streit eskalierte,03.02.2025,"Cottbus, Cottbus","Im Ortsteil Schmellwitz kam es Sonntagabend zu einer Körperverletzung zwischen zwei Personen. Nach einem Streit schlug eine männliche Person aus einer Gruppe heraus in das Gesicht eines 41-Jährigen.
Dieser trug dabei Verletzungen davon, die im Krankenhaus versorgt werden mussten. Weiterführende Ermittlungen zum genauen Tathergang führt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/streit-eskalierte/5410883,None
Fahndung war erfolgreich,03.02.2025,Frankfurt (Oder),"Am Nachmittag des 01.02.2025 kam eine 38 Jahre alte Frau in der Luisenstraße auf eine Szenerie zu, die sie umgehend einschreiten ließ. Ein Mann und eine Frau stritten vor einem der Hausaufgänge. Die Zeugin nahm sich der Frau kurzentschlossen an und zog sie mit sich. Das missfiel dem Mann augenscheinlich so sehr, dass er einen waffenähnlichen Gegenstand aus dem Hosenbund zog und damit in Richtung der Frauen drohte. Danach verschwand er zwar, ohne dass die Lage weiter eskalierte, doch wurde nach Bekanntwerden des Sachverhaltes natürlich trotzdem nach ihm gesucht. Tatsächlich konnten Bereitschaftspolizisten ihn wenig später in der Gubener Straße ausmachen und einmal genauer besehen. So kamen zwei Einhandmesser sowie eine Schreckschusswaffe zum Vorschein. Da der bereits hinlänglich bekannte und in Deutschland wohnungslose Pole es nicht lassen konnte, die Beamten zu beleidigen und ebenfalls zu bedrohen, kommt dies auf die Liste der Vorwürfe noch hinzu. Die Waffen musste er abgeben.",https://polizei.brandenburg.de/pressemeldung/fahndung-war-erfolgreich/5410880,Rechtsextremistisch
Einbrecher wahrgenommen,03.02.2025,"Friedland, Oder-Spree","Am frühen Morgen des 02.02.2025 wurde eine Bewohnerin von Chossewitz von Geräuschen geweckt, die auf einen mutmaßlichen Einbruch hindeuteten. Als sie der Sache nachging, verschwanden die Verursacher des Lärms und konnten auch vorerst unerkannt entkommen. Später bemerkte die Frau, das tatsächlich bereits eine Jalousie beschädigt worden war. Ein Eindringen in das Haus gelang zwar nicht, doch ist bereits auch so ein Schaden von rund 1.000 Euro entstanden.",https://polizei.brandenburg.de/pressemeldung/einbrecher-wahrgenommen/5410877,None
Verdacht der Unfallflucht,03.02.2025,"Cottbus, Cottbus","Am Sonntagabend sah der Eigentümer eines PKW MERCEDES frische Unfallschäden und einen Zettel an seinem Auto, welches er zuvor auf einem Parkplatz nahe des Hauptbahnhofs abgestellt hatte. Auf dem Zettel stand eine Telefonnummer, allerdings ging niemand an den Hörer.
Da ein bloßer Zettel mit einer Telefonnummer für die Klärung eines Verkehrsunfalles nicht ausreichend ist, mussten die Beamten ein Ermittlungsverfahren wegen Unerlaubten Entfernens vom Unfallort einleiten. Sollten Kraftfahrer in eine solche Situation kommen, rufen Sie die Polizei und teilen Sie ihr den Unfall mit.",https://polizei.brandenburg.de/pressemeldung/verdacht-der-unfallflucht/5410878,None
Mutmaßlicher Autodieb gestellt,03.02.2025,"BAB 12, Oder-Spree","Am Abend des 02.02.2025 entdeckten Polizisten zwischen den Anschlussstellen Briesen und Müllrose einen Mercedes CLK 200. Als die den Wagen in polizeilichen Auskunftssystemen abfragten, stellte sich heraus, dass er in Berlin gestohlen worden war. Nun sollte der Fahrer aus dem Verkehr gezogen werden. Doch suchte der Mann sein Heil in der Flucht, die ihn mit hoher Geschwindigkeit an der Anschlussstelle Müllrose abfahren ließ und letztlich mit Überfahrt eines Stopp-Sticks bei Schernsdorf endete. Erst jetzt gab der 25-jährige Pole auf. Da nicht auszuschließen war, dass sich zuvor noch eine weitere Person im Auto befunden hatte, ging die Suche weiter. Dabei fand sich aber niemand mehr an.
Bei genauerer Betrachtung des Delinquenten stellte sich heraus, dass das Amtsgericht Stuttgart bereits nach ihm suchen ließ und ihn wegen diverser Kfz-Diebstähle zur Untersuchungshaft ausgeschrieben hatte. Handfesseln klickten und nun wird der junge Mann die nächste Zeit hinter Gittern verbringen müssen. Der Diebstahl des Mercedes kommt in seiner Vita noch hinzu.",https://polizei.brandenburg.de/pressemeldung/mutmasslicher-autodieb-gestellt/5410871,None
Ermittlungen eingeleitet,03.02.2025,"Fürstenwalde/Spree, Oder-Spree","In den späten Abendstunden des 31.01.2025 betrat ein Pärchen einen Einkaufsmarkt in der Alten Langenwahler Chaussee. Mitarbeiter des Marktes bemerkten dann, wie sich der Mann eine Flasche von Hochtprozentigem in die Jackentasche steckte und das Duo anschließend in Richtung Ausgang strebte. Bezahlt war die Ware nicht und als der Dieb hinter den Kassen darauf angesprochen wurde, reagierte er sofort aggressiv. Das führte soweit, dass er den ihm gegenüberstehenden Mitarbeiter des Marktes mit dem Einkaufswagen rammte und ihn und einen Zeugen auch noch verbal bedrohte. So gelang ihm die Flucht zu seiner mutmaßlichen Freundin, die bereits zuvor aus dem Laden entkommen war und nun den Delinquenten in einen Audi einlud. Gemeinsam gelang es ihnen, erst einmal unerkannt zu verschwinden. Jedoch haben die Ermittler gute Ansätze, den beiden auf die Fährte zu kommen. Der Vorwurf, dem jetzt nachgegangen wird, lautet auf räuberischer Diebstahl.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-eingeleitet/5410862,None
In ein Krankenhaus gebracht,03.02.2025,"Neuenhagen b. Berlin, Märkisch-Oderland","Am Abend des 02.02.2025 entdeckten Bundespolizisten am Bahnhof eine Jugendliche, die offensichtlich derart berauscht war, dass sie das Bewusstsein verlor und auf einer Parkbank liegen blieb. Sofort wurden Rettungskräfte alarmiert, die sich der 14-jährigen Deutschen annahmen und so Schlimmeres verhinderten. Das Mädchen kam in ein Krankenhaus, wo man sie nun medizinisch versorgt.
Wie sie in diese Situation geriet, wird von der Kriminalpolizei ermittelt.",https://polizei.brandenburg.de/pressemeldung/in-ein-krankenhaus-gebracht/5410841,None
Nach der Tat festgenommen,03.02.2025,"Wriezen, Märkisch-Oderland","Am späten Abend des 01.02.2025 wurde der Polizei ein Geschehen bekannt, dass gegen 20:50 Uhr in der Wilhelmstraße seinen Anfang genommen hatte.
Zu diesem Zeitpunkt waren zwei junge Männer auf eine Gruppe Jugendlicher gestoßen, die auf dem Parkplatz eines Einkaufsmarktes zusammenstanden. Die beiden Neuankömmlinge drohten den Jugendlichen mit Gewalt, sollten sie ihre Mobiltelefone nicht herausgeben. Auch die neuen Schuhe eines der ihnen Gegenüberstehenden ließen sie sich aushändigen. Zur Untermauerung der Ernsthaftigkeit ihrer Wort schlugen sie einem der Geschädigten ins Gesicht. Mit dem so geraubten Gut entfernte sich das Duo dann vom Ort des Geschehens.
Nachdem der Polizei die Sache bekannt geworden war, liefen sofort Ermittlungen an. Diese ließen einen bereits hinlänglich bekannten 15-Jährigen in den Fokus rücken. Der russische Staatsbürger konnte am Folgetag an seiner Wohnanschrift im Landkreis Märkisch-Oderland ausgemacht und vorläufig festgenommen werden. Auch die Beutestücke fanden sich bei ihm an. Wer sein Komplize gewesen ist und ob die beiden Herren noch mehr auf dem Kerbholz haben, ist weiterhin Gegenstand der Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/nach-der-tat-festgenommen/5410840,None
Die Polizei bittet um Mithilfe,03.02.2025,"Eberswalde, Barnim","Die Kriminalpolizei ermittelt seit dem 04.09.2024 zu einem noch Unbekannten, der an dem Tag einen Jugendlichen attackierte. Er hatte den 17-Jährigen im RB 27 mehrfach ins Gesicht geschlagen und vor sich her gestoßen. Auch als der Geschädigte sich der Situation entziehen wollte und flüchtete, wurde er von dem Wütenden verfolgt. Erst das beherzte Einschreiten des Zugbegleiters setzte dem Geschehen ein Ende. Da stand der RB 27 aber bereits auf einem Bahnhof und so konnte der Schläger unerkannt entkommen.
Nun bitten die Ermittler um die Mithilfe der Bevölkerung!
Wer kennt den Mann, von dem zwar ein Phantombild erstellt werden konnte, dessen Identität bislang aber trotzdem nicht herauszubekommen war?
Ihre sachdienlichen Hinweise werden unter der Rufnummer
03338 3610
oder per Internetwache auf
polbb.eu/hinweis
gern entgegengenommen.",https://polizei.brandenburg.de/pressemeldung/die-polizei-bittet-um-mithilfe/5410839,None
Mutmaßlich Tatverdächtige ertappt,03.02.2025,"Eberswalde, Barnim","Am frühen Morgen des 02.02.2025 bemerkte eine aufmerksame Zeugin eine Gruppe junger Leute, die sich in der Leibnitzstraße an dort angebrachten Wahlplakaten der Parteien Bündnis 90/Die Grünen und Die Linke zu schaffen machten.
Wenig später entdeckte eine Streifenwagenbesatzung mehrere Jugendliche, die   drei Plakate ebenjener Parteien mit sich herumtrugen. Ob die Deutschen auch für das Herunterreißen verantwortlich sind, muss nun noch abschließend geklärt werden.",https://polizei.brandenburg.de/pressemeldung/mutmasslich-tatverdaechtige-ertappt/5410824,None
Scheibe eingeworfen,03.02.2025,"Ahrensfelde, Barnim","Am Abend des 02.02.2025 erschien ein Mann an einer Tankstelle, um ein Getränk zu kaufen. An der Kasse überlegte er es sich scheinbar anders und wollte nun sein Geld zurück. Da er es aber nicht in Scheinen, sondern in Münzgeld erhielt, wurde der 26-Jährige ausfällig. Schließlich ging er nach draußen, nahm dort einen Ziegelstein zur Hand, den er offensichtlich auf dem Gelände gefunden hatte und warf damit die Scheibe des Tankstellenshops ein. So entstand ein Sachschaden von rund 5.000 Euro. Jetzt wird sich der gebürtige Palästinenser dafür zu verantworten haben.",https://polizei.brandenburg.de/pressemeldung/scheibe-eingeworfen/5410821,Nazi
Einer wurde sogar schon gesucht…,03.02.2025,"Panketal, Barnim","Am Abend des 31.01.2025 wurden Polizisten nach Zepernick gerufen, nachdem Anwohner in der dortigen Weberstraße drei Gestalten wahrgenommen hatten, die offensichtlich gerade dabei waren, Grundstücke für spätere Einbruchstouren auszuspähen. Das Trio konnte wenig später ausgemacht und festgehalten werden. Tatsächlich führten sie Einbruchswerkzeuge mit sich und woher sie den Damenschmuck hatten, der sich bei ihnen fand, wollte keiner von ihnen näher kommentieren. Das ist nun Sache der Kriminalpolizei, die auch den dazugehörigen Tatort herausfinden muss.
Bei allen Delinquenten handelte es sich um Albaner um die 30 Jahre. An dem Ältesten von ihnen, einem 33-Jährigen, zeigte die Berliner Justiz bereits lebhaftes Interesse und hatte ihn zur Festnahme ausgeschrieben. Er ist mit Einbruchsdelikten bekannt geworden und wird nun erst einmal in eine Justizvollzugsanstalt einziehen.",https://polizei.brandenburg.de/pressemeldung/einer-wurde-sogar-schon-gesucht-/5410820,Rassismus
In Biesenthal gestohlener Ford wurde aufgefunden,03.02.2025,"Wandlitz, Barnim","Im Tagesverlauf des 31.01.2025 meldete sich ein Anwohner des Heinrich-Heine-Rings bei der Polizei, nachdem er einen Ford Ranger entdeckt hatte, der dort nicht hingehörte und Diebstahlsspuren aufwies. Tatsächlich erwies sich der Wagen als gestohlen und gehörte eigentlich nach Biesenthal, wo er am 30.01.2025 verschwand. Der Pickup ist sichergestellt und wird nun auf Spuren untersucht. Danach kann der Halter sein Eigentum wieder zurückbekommen.
Lesen Sie dazu auch unsere Ausgangsmeldungen von letzter Woche:
Biesenthal – Diesmal blieb es beim Versuch
Nachdem am 30.01.2025 bereits der Diebstahl eines Ford Rangers gemeldet worden war, wandte sich später der Halter eines Ford Mondeos an die Polizei. Auch bei seinem Fahrzeug hatten Diebe es versucht, mussten sich aber den Sicherungseinrichtungen des Wagens geschlagen geben. Der Mondeo war ebenfalls in der Eichenallee abgestellt gewesen. Wer sich daran vergriff und ob mehrere Personen beteiligt waren, die es tatsächlich auf beide Autos abgesehen hatten oder der Ranger dann als Ersatz für den Mondeo herhalten musste, ermittelt nun die Kriminalpolizei.
Biesenthal – Pickup verschwunden
Von seinem Abstellplatz in der Eichenallee verschwand in den frühen Morgenstunden des 30.01.2025 ein Ford Ranger im Schätzwert von 47.000 Euro. Nach dem Wagen wird nun gefahndet.",https://polizei.brandenburg.de/pressemeldung/in-biesenthal-gestohlener-ford-wurde-auf/5410816,None
Auf Schulgelände randaliert,03.02.2025,"Schwedt/Oder, Uckermark","Am 03.02.2025 wurden Polizisten in die Rosa-Luxemburg-Straße gerufen. Dort hatte man am Morgen entdeckt, dass sich noch Unbekannte während des vergangenen Wochenendes Zutritt zu einem Schulgelände verschafften und dort diverse Graffiti hinterließen. Auch legten sie einen Gullydeckel vor dem Gebäude ab. Wer sich da betätigte und was diejenigen damit bezweckten, ermittelt nun die Kriminalpolizei. Der hinterlassene Sachschaden wird auf mehrere Hundert Euro beziffert.",https://polizei.brandenburg.de/pressemeldung/auf-schulgelaende-randaliert/5410805,None
Fahrrad gestohlen,03.02.2025,"Prenzlau, Uckermark","Wie der Polizei am 02.02.2025 angezeigt wurde, sind noch Unbekannte in den Keller eines Mehrfamilienhauses im Heideweg eingedrungen. Aus einem der Verschläge nahmen sie dann ein E-Bike mit sich. Um wen es sich bei den Täter handelte und wo das Diebesgut abgeblieben ist, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/fahrrad-gestohlen/5410803,None
Mann leistet Widerstand,03.02.2025,"Dahme/Mark, Ortsteil, Teltow-Fläming","Der Polizei ist am späten Samstagnachmittag eine Auseinandersetzung im häuslichen Umfeld in einem Ortsteil von Dahme/Mark gemeldet worden. Nach derzeitigem Kenntnisstand gerieten ein Mann und eine Frau zunächst verbal in einen Streit. Im weiteren Verlauf soll der Mann die Frau dann geschubst haben, wobei sich diese leicht verletzte, jedoch angab, keine medizinische Hilfe zu benötigen.
Gegenüber den Polizeibeamten verhielt sich der Mann ebenfalls aggressiv und trat und schlug nach den Beamten. Einer der Beamten wurde dabei verletzt, blieb aber dienstfähig. Der Beschuldigte, dem Handfesseln angelegt wurden, wurde zur Verhinderung weiterer Straftaten vorläufig in Gewahrsam genommen. Eine entsprechende Strafanzeige wurde aufgenommen.
Samstag, 01.02.2025, 17:00 Uhr",https://polizei.brandenburg.de/pressemeldung/mann-leistet-widerstand/5410986,None
Mutmaßliche Räuber gestellt,03.02.2025,"Prenzlau, Uckermark","Am Nachmittag des 31.01.2025 machte ein 61 Jahre alter Mann eine böse Erfahrung mit vier mutmaßlich Jugendlichen. Er war gegen 16:00 Uhr auf einem Feldweg parallel zu den Bahngleisen unterwegs gewesen und auf Höhe Bürgerhaus angekommen, als ihn die vier schlugen und traten. Dann stahlen sie sein Mobiltelefon und flüchteten. Der Geschädigte erlitt Verletzungen, die auch in einem Krankenhaus behandelt werden mussten.
Erste Ermittlungen ließen zwei 14 und 16 Jahre alte Deutsche in den Fokus der Polizei rücken. Ihre Komplizen sind noch nicht namentlich bekannt. Das herauszubekommen, ist nun Sache der Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/mutmassliche-raeuber-gestellt/5410802,None
In Einfamilienhaus eingebrochen,03.02.2025,"Rathenow, Steckelsdorf, Havelland","In der Nacht zum Sonntag kam es  in der Ortslage Steckelsdorf zu einem Einbruch in ein Einfamilienhaus. Die Täter nutzten die Abwesenheit der Bewohner aus, hebelten ein Fenster auf, um dadurch in das Haus zu gelangen. Im Haus durchwühlten die Täter sämtliche Räume, auf der Suche nach wertintensiven Diebesgut. D
ie Ermittlungen dazu hat die Kriminalpolizei übernommen, die Kriminaltechnik sicherte Spuren.",https://polizei.brandenburg.de/pressemeldung/in-einfamilienhaus-eingebrochen/5410680,None
Mehrere Straftaten nach Drogenkonsum,03.02.2025,"Perleberg, Prignitz","Weil sich ein Fahrgast ohne gültigen Fahrschein auf der Zugtoilette eingeschlossen hatte, hat ein Zugbegleiter am Samstag gegen 21:10 Uhr die Polizei um Hilfe gebeten. Beamte begleiteten den Franzosen aus dem Zug und stellten seine Identität fest. Im weiteren Gespräch gab der Mann an, dass ihm auf Grund seines Drogenkonsums schlecht sei. Ein durchgeführter Drogenschnelltest reagierte positiv auf Cannabis, Kokain und Amphetamine. Angeforderte Rettungskräfte überprüften den gesundheitlichen Zustand des Mannes, eine Einlieferung in ein Krankenhaus war jedoch nicht erforderlich.
Nach Beendigung der Maßnahmen wollte der Mann den Ort nicht verlassen und ging aggressiv auf die Polizeibeamten zu. Als er versuchte, einen Beamten zu treten, wurde er zu Boden gebracht, fixiert und zur Verhinderung weiterer Straftaten in polizeilichen Gewahrsam genommen.
Als der Franzose am Sonntagmorgen aus dem Gewahrsam entlassen worden war, kehrte er in die Räume der Polizeiinspektion zurück, rauchte auf dem öffentlich zugänglichen Behinderten-WC einen Joint und versprühte anschließend das Löschmittel eines im Flur angebrachten Feuerlöschers im Wartebereich. Erneut wurden ihm kurzzeitig Handfesseln angelegt. Wie schon am Vortag, konnte sich der Mann sein Verhalten im späteren Gespräch nicht erklären. Er berichtete jedoch von Ängsten, woraufhin ein Notarzt hinzugerufen wurde. Dieser empfahl wegen eines cannabisinduzierten psychischen Ausnahmezustands eine Einweisung ins Krankenhaus.",https://polizei.brandenburg.de/pressemeldung/mehrere-straftaten-nach-drogenkonsum/5410286,None
Potenzielle Einbrecher verjagt,03.02.2025,"Hohen Neuendorf, Oberhavel","Durch lautes Klopfen und Schreien hat eine 71-Jährige am Sonntagabend offenbar einen Einbruch in ihr Haus in der Waldstraße verhindert. Die Seniorin hatte beobachtet, wie zwei dunkel gekleidete Personen über den Zaun stiegen. Nachdem sie auf sich aufmerksam gemacht hatte, verließen die beiden das Grundstück wieder auf demselben Wege. Hinzugerufene Polizeibeamte konnten die Unbekannten nicht mehr antreffen.
Kurz vorher ist offenbar in ein Einfamilienhaus in der Waldstraße eingebrochen worden. Hier hatten Unbekannte ein Küchenfenster gewaltsam geöffnet und waren so in die Wohnräume gelangt, die sie vollständig durchsuchten. Dabei entwendeten sie diversen Schmuck und richteten so einen Gesamtschaden von rund 2.200 Euro an. Polizeibeamte konnten Spuren sichern, die Kriminalpolizei übernimmt die weiteren Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/potenzielle-einbrecher-verjagt/5410288,None
Teleskoplader aufgefunden,03.02.2025,"Karstädt, Prignitz","Ein in der Nacht zu Freitag vom Gelände eines landwirtschaftlichen Betriebs im Ortsteil Seddin entwendeter Teleskoplader ist noch am Freitag wieder aufgefunden worden. Ein Zeuge entdeckte die Maschine in einem Waldstück, nur wenige Kilometer entfernt. Er hatte zuvor in Medienberichten von dem entwendeten Fahrzeug gehört. Polizeibeamte überprüften den Fund und sicherten vor Ort Spuren. Anschließend konnte der Teleskoplader an den Eigentümer zurückgegeben werden.",https://polizei.brandenburg.de/pressemeldung/teleskoplader-aufgefunden/5410282,None
Terrassentür aufgehebelt,03.02.2025,"Oranienburg, Oberhavel","Nachdem sie eine rückwärtige Terrassentür mit Gewalt geöffnet hatten, sind bisher Unbekannte am Wochenende in ein Einfamilienhaus im Ortsteil Lehnitz eingedrungen. Dort durchwühlten sie zwischen Samstag, 13:00 Uhr, und Sonntag, 08:00 Uhr, sämtliche Räume und entwendeten nach ersten Erkenntnissen Schmuck. Kriminaltechniker kamen zum Einsatz, um Spuren zu sichern. Die Höhe des entstandenen Schadens ist noch unklar.",https://polizei.brandenburg.de/pressemeldung/terrassentuer-aufgehebelt/5410287,None
Zweitschlüssel verwendet,03.02.2025,"Wusterhausen/Dosse, Ostprignitz-Ruppin","Offenbar mithilfe eines auf dem Grundstück hinterlegten Schlüssels sind bisher Unbekannte in der zweiten Januarhälfte in ein Wohnhaus im Ortsteil Nackel eingedrungen. Dort entwendeten sie ein Portemonnaie und Bargeld. Erst als ein Zeuge am Wochenende das Portemonnaie fand, wurde der bestohlene Senior auf den Verlust aufmerksam. Die Kriminalpolizei hat die Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/zweitschluessel-verwendet/5410273,None
Einbruch in Kinderbetreuungseinrichtung,03.02.2025,"Jüterbog, Ortslage, Teltow-Fläming","Am Sonntagvormittag wurde der Polizei ein Einbruch in eine Kinderbetreuungseinrichtung gemeldet. Bislang unbekannte Täter verschafften sich nach derzeitigem Kenntnisstand gewaltsam Zutritt zu dem Objekt und entwendeten Bargeld. Außerdem randalierten die Täter im Objekt und beschädigten Einrichtung.
Der entstandene Schaden wird auf etwa 4000 Euro geschätzt. Durch die eingesetzten Beamten wurde der Tatort dokumentiert, Spuren gesichert und Strafanzeige gefertigt.
Sonntag, 02.02.2025,10:30 Uhr",https://polizei.brandenburg.de/pressemeldung/einbruch-in-kinderbetreuungseinrichtung/5410235,None
