Title,Date,Location,Text,URL,RightWingRelated,KeywordMatch,OffenceType,Action,PossibleMotive
In Lagerhalle eingebrochen,10.04.2025,"Striesow, Spree-Neiße","In der Nacht zum Donnerstag sind Einbrecher gewaltsam in eine Lagerhalle an der Pferdebahn eingedrungen, wie der Polizei am Morgen gemeldet wurde. Aus dem Inneren haben die Täter einen Benzinkanister und ein Notstromaggregat entwendet. Die genaue Schadenshöhe ist derzeit nicht bekannt. Die weiterführenden Ermittlungen hat die Kriminalpolizei übernommen.",https://polizei.brandenburg.de/pressemeldung/in-lagerhalle-eingebrochen/5559926,False,,[],[],[]
Firmentransporter aufgebrochen,10.04.2025,"Willmersdorf, Spree-Neiße",In der Nacht zum Donnerstag haben Diebe einen in der Mauster Straße abgestellten Transporter aufgebrochen. Aus dem Innenraum des Firmenfahrzeugs entwendeten die Täter Werkzeug und verursachten so einen Schaden von rund 3.000 Euro. Die Polizei leitete Ermittlungen wegen Diebstahls ein.,https://polizei.brandenburg.de/pressemeldung/firmentransporter-aufgebrochen/5559925,False,,[],[],[]
HYUNDAI gestohlen,10.04.2025,"Kolkwitz, Spree-Neiße","Donnerstagmorgen musste der Eigentümer eines PKW HYUNDAI feststellen, dass Diebe seinen in der Martin-Kaltschmidt-Straße abgestellten Wagen gestohlen haben. Mit der Anzeige gegen 06:00 Uhr wurden umgehend internationale Fahndungsmaßnahmen nach dem IONIQ 5 eingeleitet.",https://polizei.brandenburg.de/pressemeldung/hyundai-gestohlen/5559920,False,,[],[],[]
Brand,10.04.2025,"Görden, Brandenburg an der Havel",Am Mittwoch wurde der Polizei ein Brand auf dem Gelände einer Einrichtung gemeldet. Die Feuerwehr konnte den Brand löschen. Nach ersten Erkenntnissen gerieten die Tür eines leerstehenden Gebäudes und ein Laubhaufen in Brand. Im unmittelbaren Umfeld des Tatortes konnten durch die Polizei vier Jugendliche festgestellt werden. Nach Beendigung der polizeilichen Maßnahmen wurden sie den Erziehungsberechtigten übergeben. Der Sachschaden wird auf circa 500 Euro geschätzt. Eine Strafanzeige wurde aufgenommen. Die Kriminalpolizei übernimmt die weiteren Ermittlungen.,https://polizei.brandenburg.de/pressemeldung/brand/5559917,False,,[],[],[]
Garage in Brand,10.04.2025,"Neustadt, Bauhofstraße, Brandenburg an der Havel","Durch die Rettungsleitstelle wurde der Polizei eine brennende Garage gemeldet. Aus bisher unbekannter Ursache geriet eine Garage in Brand. Die Feuerwehr konnte den Brand löschen. Es wurden keine Personen verletzt. Es entstand Sachschaden an der Garage, einer Mülltonne und einem Gartenzaun in einer Höhe von circa 1.000 Euro. Spezialkräfte der Kriminalpolizei kamen zur Spurensuche zum Einsatz. Es wurden Ermittlungen zu einem Branddelikt eingeleitet.",https://polizei.brandenburg.de/pressemeldung/garage-in-brand/5559916,False,,[],[],[]
E-Bike gestohlen,10.04.2025,"Hoppegarten, Märkisch-Oderland","Am Nachmittag des 09.04.2025 meldete sich ein Mann bei der Polizei, um den Diebstahl seines E-Bikes anzuzeigen. Er hatte das Gefährt am S-Bahnhof angeschlossen und musste später feststellen, dass man dessen Schloss einfach aufgebrochen hatte. Erste Ermittlungen lassen darauf schließen, dass sich gegen 16:05 Uhr ein mit schwarzer Jacke und schwarzem Basecap gekleideter Mann daran vergriff. Wahrscheinlich wurde für die Tat eine „Flex“ verwendet.
Die Kriminalpolizei bittet mögliche Zeugen des Geschehens, die vielleicht mitbekamen, ob das Fahrrad anschließend in ein Auto gebracht wurde oder andere Angaben machen können, die zur Identifizierung des Diebes führen könnten, sich unter
03341 3300
oder über die Internetwache
polbb.eu/hinweis
mit der Inspektion Märkisch-Oderland in Verbindung zu setzen.",https://polizei.brandenburg.de/pressemeldung/e-bike-gestohlen/5559914,False,,[],[],[]
Nun in Haft,10.04.2025,"Erkner, Oder-Spree","Die beiden am Abend des 08.04.2025 nach einer Gewaltattacke auf einen 38-jährigen Ukrainer festgenommenen Männer sitzen nun in einer Justizvollzugsanstalt ein. Beide waren bereits mit Haftbefehlen belegt gewesen. Die Ermittlungen zum Tatgeschehen vom 08.04.2025 dauern weiterhin an.
Lesen Sie dazu auch unsere Ausgangsmeldung vom 09.04.2025:
Erkner – Schläger waren bereits zur Festnahme ausgeschrieben gewesen
Am Abend des 08.04.2025 gerieten drei Männer, die an der Spree ihre Angeln ausgeworfen hatten, aus noch ungeklärter Ursache in einen Streit. Der eskalierte schließlich derart, dass zwei der Beteiligten auf ihren 38-jährigen Kontrahenten einzuschlagen begannen. Auch als er bereits am Boden lag, wurde wohl noch auf ihn eingeschlagen und -getreten. Der so Malträtierte fand in weiterer Folge in einer nahe gelegenen Tankstelle Zuflucht, deren Mitarbeiter die Polizei alarmierten.
Bei der Nahbereichsfahndung konnten die mutmaßlich Tatverdächtigen noch am Ort der Auseinandersetzung ausgemacht werden. Die 25 und 47 Jahre alten Herren hatten Atemalkoholwerte von 1,99 bzw. 2,3 Promille aufzuweisen. An ihren Kleidungsstücken und Händen fand man Blut. Bei weiteren Recherchen stellte sich heraus, dass sowohl der 25-jährige Ukrainer als auch der 47 Jahre alte Pole bereits zur Festnahme ausgeschrieben waren. Ihnen werden Eigentums- bzw. Betrugsdelikte zur Last gelegt.
Für den Geschädigten endete der Abend in ärztlicher Betreuung. Rettungskräfte brachten den Ukrainer dazu in das Unfallkrankenhaus Berlin.",https://polizei.brandenburg.de/pressemeldung/nun-in-haft/5559913,False,,[],[],[]
Mutmaßliche Graffitischmierer gestellt,10.04.2025,"Strausberg, Märkisch-Oderland","Am späten Abend des 09.04.2025 wandte sich ein aufmerksamer Zeuge an die Polizei, nachdem er mitbekommen hatte, wie eine Person in der August-Bebel-Straße die Fassade eines Barber Shops beschmierte. Anschließend ging derjenige in Richtung Haltestelle Lustgarten, wo er sich ebenfalls zu schaffen machte. Später fanden sich auch an anderen Hauswänden im Bereich frische Hinterlassenschaften. Eine Funkwagenbesatzung nahm sich der Sache an und konnte in einer Straßenbahn zwei 17 und 18 Jahre alte Herren antreffen, die mehrere Farbspraydosen dabei hatten und auch deren Verwendung nicht leugnen konnten. Denn immerhin fanden sich an ihren Hände Spuren genau dieser Farben, die zudem genau derer entsprachen, die bei den gerade erst ausgeführten „Arbeiten“ in der August-Bebel-Straße Verwendung fanden. Das Duo wird sich nun Einiges an Fragen gefallen lassen müssen. Gegen sie wurde ein Ermittlungsverfahren eingeleitet.",https://polizei.brandenburg.de/pressemeldung/mutmassliche-graffitischmierer-gestellt/5559911,False,,[],[],[]
Vorläufig festgenommen,10.04.2025,"BAB 12, Oder-Spree","Am frühen Nachmittag des 09.04.2025 besahen sich Bundespolizisten einen Mitsubishi Outlander samt Fahrer einmal etwas näher. Sie hatten den Wagen unweit der Abfahrt Briesen ausgemacht und mit ihrer Entscheidung, genau dieses Auto aus dem Verkehr zu ziehen, goldrichtig gelegen! Die angebrachten Kennzeichen erwiesen sich nämlich als gefälscht und das SUV war im Havelland gestohlen worden. Der Fahrer gab spontan an, mehrere Hundert Euro für die Verbringung über die Bundesgrenze erhalten zu haben. Der 32-jährige polnische Staatsbürger ist vorläufig festgenommen und harrt nun der Entscheidung der Justiz über sein weiteres Schicksal.",https://polizei.brandenburg.de/pressemeldung/vorlaeufig-festgenommen/5559912,False,,[],[],[]
Beherzt eingegriffen,10.04.2025,"Bernau b. Berlin, Barnim","Am Abend des 09.04.2025 meldete sich ein aufmerksamer Zeuge bei der Polizei, nachdem er am Bahnhofsvorplatz einen Mann beim Fahrraddiebstahl ertappt hatte. Der 20-Jährige konnte den Langfinger ansprechen und ihm das Diebesgut wieder abnehmen. Doch flüchtete dieser dann über den Breitscheidplatz in Richtung Weißenseer Straße. In einem dort gelegenen Hinterhof entdeckten Polizisten aber einen Rucksack mit Aufbruchswerkzeugen. Dieser kann nach Lage der Dinge dem Gesuchten zugeordnet werden. Wenn die Spurensicherung daran abgeschlossen und ausgewertet ist, wird schnell klar sein, ob man denjenigen nicht sogar bereits kannte.",https://polizei.brandenburg.de/pressemeldung/beherzt-eingegriffen/5559909,False,,[],[],[]
Einbruch in Geschäft,10.04.2025,"Wust, Brandenburg an der Havel",Durch einen Mitarbeiter eines Einkaufszentrums wurde der Polizei ein Einbruch in ein Geschäft gemeldet. Die derzeit noch unbekannten Täter gelangten über das Dach in ein Geschäft. Dort kam es zur Entwendung von Wertgegenständen in einer derzeit noch unbekannten Höhe. Die Polizeibeamten führten eine Spurensuche und Spurensicherung wurde. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.,https://polizei.brandenburg.de/pressemeldung/einbruch-in-geschaeft/5559901,False,,[],[],[]
Motorrad gestohlen,10.04.2025,"Niederer Fläming, Gräfendorf, Dorfstraße, Teltow-Fläming","Die Polizei ist am späten Mittwochnachmittag über einen Diebstahl in Gräfendorf informiert worden. Ein Motorrad der Marke BMW war im öffentlichen Raum abgestellt gewesen und war bei Wiederankunft des Besitzers nicht mehr vor Ort.
Der Schaden wird auf ca. 15.000 Euro beziffert. Die Polizei hat das Fahrzeug zur Fahndung ausgeschrieben. Eine Strafanzeige wurde ebenfalls aufgenommen.
Mittwoch, 09.04.2025, 17:11 Uhr",https://polizei.brandenburg.de/pressemeldung/motorrad-gestohlen/5559775,False,,[],[],[]
Werkzeuge entwendet,10.04.2025,"Niederer Fläming, Hohenseefeld, Ortslage, Teltow-Fläming","Am Mittwochmorgen wurde der Polizei ein Diebstahl in der Ortslage Hohenseefeld gemeldet. Unbekannte Täter verschafften sich Zugang zu einer Arbeitsmaschine und entwendeten aus dieser unter anderem Werkzeuge.
Der Schaden beläuft sich auf geschätzte 5000 Euro. Durch die eingesetzten Beamten wurde der Tatort dokumentiert, Spuren gesichert und Strafanzeige gefertigt.
Mittwoch, 09.04.2025, 08:29 Uhr",https://polizei.brandenburg.de/pressemeldung/werkzeuge-entwendet/5559769,False,,[],[],[]
Telefonbetrug vereitelt,09.04.2025,"Milower Land, Zentrum, Havelland","Dienstagnachmittag wurden Havelländer Polizeibeamte über einen versuchten Betrug informiert. Ein unbekannter Täter melde sich bei der Anschlussinhaberin und teilte ihr mit, dass sie soeben einen Betrag von 500 Euro via PayPal überwiesen habe. Da die Anschlussinhaberin jedoch nicht im Besitz eines PayPal-Kontos ist, legte sie auf und informierte die Polizei. Es wurde eine Anzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/telefonbetrug-vereitelt/5558207,False,,[],[],[]
Ladendieb gestellt,09.04.2025,"Nauen, Stadtgebiet, Havelland","Ein 34-jähriger Mann betrat am Dienstagnachmittag ein Geschäft im Nauener Stadtgebiet und steckte sich Ware im Wert von rund fünf Euro in seine Kleidung. Im Anschluss passierte er den Kassenbereich, ohne jedoch die Ware zu bezahlen. Durch einen Mitarbeiter wurde der Diebstahl aber beobachtet und der Tatverdächtige im Anschluss, bis zum Eintreffen der Polizeibeamten festgehalten. Die Polizeibeamten nahmen eine Anzeige auf. Die Ware verblieb im Geschäft.",https://polizei.brandenburg.de/pressemeldung/ladendieb-gestellt/5558202,False,,[],[],[]
Einbruchsversuch beobachtet,09.04.2025,"Falkensee, OT Waldheim, Havelland","Am Dienstagabend bemerkte der 22-jährige Bewohner eines Einfamilienhauses einen unbekannten Täter auf seinem Grundstück. Der Bewohner beobachtete, wie der Unbekannte den Garten durchquerte und versuchte gewaltsam über die Terrassentür in das Innere des Einfamilienhauses zu gelangen.
Als sich der Bewohner dann bemerkbar machte, flüchtete der Täter.
Es entstand ein Schaden in Höhe von ca. 500 Euro. Die Polizeibeamten nahmen eine Anzeige auf und sicherten Spuren am Tatort.",https://polizei.brandenburg.de/pressemeldung/einbruchsversuch-beobachtet/5558199,False,,[],[],[]
Baustellenkabel entwendet,09.04.2025,"Nuthetal, Arthur-Scheunert-Allee, Potsdam","Durch einen Zeugen wurde der Polizei am Dienstagmorgen mitgeteilt, dass von einer Baustelle in der Arthur-Scheunert-Allee in Bergholz-Rehbrücke etwa Einhundert Meter Baustromkabel entwendet wurden. Bei der Anzeigenaufnahme stellte sich heraus, dass sich die unbekannten Täter Zutritt auf das nicht umzäunte Baustellengelände verschafften, dann den Stromkreislauf an einem Verteilerkasten unterbrachen und anschließend die Baustromkabel abschnitten und entwendeten.
Die Polizei führte eine Spurensuche am Tatort durch. Der Schaden beläuft sich auf etwa 20.000 Euro.",https://polizei.brandenburg.de/pressemeldung/baustellenkabel-entwendet/5558159,False,,[],[],[]
Einbruch in Wohnung,09.04.2025,"Brandenburger Vorstadt, Historische Innenstadt, Potsdam","Die Geschädigte informierte die Polizei am Dienstagabend über den Einbruch in ihre Wohnung in der Potsdams Innenstadt. Bislang unbekannte Täter hatten sich dort, während ihrer Abwesenheit zunächst Zutritt zum Mehrfamilienhaus verschafft, bevor sie sich anschließend durch Manipulationen am Türschloss Zutritt zur Wohnung verschaffen konnten. In der Wohnung wurden dann alle Räumlichkeiten durchsucht, Schränke durchwühlt und Tresore mit Schmuck und Bargeld entwendet. Zur Spurensicherung kam die Kriminaltechnik zum Einsatz. Eine Anzeige wegen des Wohnungseinbruchsdiebstahls wurde gefertigt. Der Sachschaden soll über 100.000 Euro betragen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-wohnung/5558146,False,,[],[],[]
Einbruch bei Agrargenossenschaft,09.04.2025,"Fichtenberg, Elbe-Elster",Mitarbeiter stellten am Mittwochmorgen einen Einbruch im Pflanzenschutzlager fest. Aus diesem wurden Mittel im Wert von mindestens 4.000 Euro gestohlen. Die Polizei sicherte am Tatort Spuren und die Ermittlungen dauern an.,https://polizei.brandenburg.de/pressemeldung/einbruch-bei-agrargenossenschaft/5558084,False,,[],[],[]
Trickdiebe,09.04.2025,"Lauchhammer-Mitte, Oberspreewald-Lausitz","Ein Mann wurde am Dienstagnachmittag von einem Trickdieb, der sich als Trödler ausgab, aufgesucht. Der Fremde ließ sich alte Gegenstände, Silber sowie Gold zeigen und verließ die Wohnung, um angeblich mit einem Autoanhänger zurück zu kommen. Er wollte dann die größeren Gegenstände holen, kehrte jedoch nicht mehr wieder. Nun musste der vermeintliche Verkäufer feststellen, dass die Edelmetalle gestohlen worden waren und er vergeblich auf den „Händler“ wartete. Der Schaden kann noch nicht beziffert werden. Der Tatverdächtigte wird als 40-jährig, 175 cm groß, Dreitagebart, braunes Haar, fließend Deutsch mit italienischen Akzent sprechend, beschrieben.",https://polizei.brandenburg.de/pressemeldung/trickdiebe/5558057,False,,[],[],[]
Einbruch in Discounter,09.04.2025,"Eichwalde, Dahme-Spreewald","Die Polizei wurde am Mittwoch gegen 03:30 Uhr zu einem Discounter in der August-Bebel-Allee gerufen. Dort waren Unbekannte in den Verkaufsraum eingedrungen und hatten ein Zigarettenregal aufgebrochen. Obwohl die Beamten sofort die Räume und auch die nähere Umgebung absuchten, konnten sie keine möglichen Tatverdächtigen feststellen. Allerdings sicherten Kriminaltechniker umfangreiche Spuren, mit denen sich nun die Kriminalpolizei befasst. Nach ersten Erkenntnissen konnten die Unbekannten mehrere hundert Packungen Zigaretten erbeuten. Dazu kommt ein erheblicher Sachschaden an den Türen des Marktes.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-discounter/5558019,False,,[],[],[]
Gefälschte Kennzeichen,09.04.2025,"Mittenwalde, Dahme-Spreewald","Polizeibeamte fragten am Dienstag gegen 18:50 Uhr die Kennzeichen eines PKW SEAT ab, der in der Schenkendorfer Chaussee parkte. Dabei stellten sie fest, dass das Auto seit mehreren Wochen außer Betrieb gesetzt war. Die angebrachten Plaketten auf dem Kennzeichen entpuppten sich als Fälschungen. Die Polizisten erhoben noch vor Ort eine Sicherheitsleistung von mehreren hundert Euro und stellten die Nummernschilder sicher.",https://polizei.brandenburg.de/pressemeldung/gefaelschte-kennzeichen/5558008,False,,[],[],[]
E-Scooter gestohlen und wiederbekommen,09.04.2025,"Trattendorf, Spree-Neiße","Ein 35-Jähriger wurde am Dienstag kurz nach 13:30 Uhr dabei beobachtet, wie er vor einem Discounter einen E-Scooter gestohlen hatte. Die Polizei wurde schnell verständigt. Sie konnte dann dem rechtmäßigen Besitzer sein Gefährt wieder übergeben. Der Mann, der der Polizei bereits wegen derartiger Delikte bekannt ist, wird sich nun erneut wegen Diebstahl verantworten müssen.",https://polizei.brandenburg.de/pressemeldung/e-scooter-gestohlen-und-wiederbekommen/5557952,False,,[],[],[]
Die Kriminalpolizei übernimmt die weiteren Ermittlungen,09.04.2025,"Schwedt/Oder, Uckermark","Am späten Vormittag des 08.04.2025 überraschte eine Bewohnerin eines Einfamilienhauses Zu den Schlosswiesen im Gebäude einen Eindringling. Der Mann versuchte daraufhin, über das Fenster des Hauswirtschaftsraumes zu entkommen. Als ihm dies nicht gelang, stieß er die Frau beiseite und sprang aus einem Fenster auf die Terrasse, von wo aus er dann schließlich doch noch das Weite suchte. Nach ersten Erkenntnissen hatte er zum Zeitpunkt seiner Entdeckung bereits Bargeld an sich genommen.
Alarmierte Polizisten nahmen bei ihrer Fahndung einen Mann wahr, auf den die Beschreibung des Gesuchten passte. Ob es sich bei dem auch bereits hinlänglich bekannten 30-jährigen Deutschen aber wirklich um den Entflohenen handelte, muss nun die Kriminalpolizei herausbekommen. Dazu sind u.a. am Tatort gesicherte Spuren auszuwerten.",https://polizei.brandenburg.de/pressemeldung/die-kriminalpolizei-uebernimmt-die-weite/5557947,False,,[],[],[]
Gestell auf Oberleitung geworfen,09.04.2025,"Cottbus, Cottbus","Durch die Polizei wurden am Dienstagnachmittag Ermittlungen wegen des gefährlichen Eingriffs in den Bahnverkehr eingeleitet. Nach 14 Uhr wurde ihr zur Anzeige gebracht, dass Unbekannte das Gestell eines Beistelltisches auf die Oberleitung der Straßenbahn zwischen der Ewald-Haase- Straße und der Wendeschleife in Ströbitz geworfen hatten. Eine Bahn kollidierte damit. Der Gegenstand wurde durch einen Mitarbeiter selbständig entfernt. Personen wurden nicht verletzt und der eingetretene Sachschaden kann noch nicht beziffert werden.",https://polizei.brandenburg.de/pressemeldung/gestell-auf-oberleitung-geworfen/5557942,False,,[],[],[]
In Krankenhaus gebracht,09.04.2025,"Templin, Uckermark","Am frühen Morgen des 09.04.2025 nahmen sich Polizisten eines offenbar volltrunkenen Mannes an, der sich kaum auf den Beinen halten konnte und über Schmerzen klagte. Die Beamten hatten den 45-Jährigen in der Bahnhofsstraße ausgemacht. Ein Atemalkoholtest erbrachte den Wert von 2,75 Promille. Zudem fanden sich bei ihm mutmaßliche Betäubungsmittel. Diese musste er herausgeben, bevor alarmierte Rettungskräfte ihn schließlich in ein Krankenhaus transportierten. Dort konnte der bereits hinlänglich bekannte Uckermärker dann seinen Rausch ausschlafen. Zum Vorwurf des Verstoßes gegen das Betäubungsmittelgesetz wird trotzdem ermittelt.",https://polizei.brandenburg.de/pressemeldung/in-krankenhaus-gebracht/5557926,False,,[],[],[]
Schreckschussrevolver abgenommen,09.04.2025,"Eberswalde, Barnim","Am Nachmittag des 08.04.2025 wandte sich ein aufmerksamer Zeuge an die Polizei, nachdem er mitbekommen hatte, wie ein Mann in der Heegermühler Straße mit einer mutmaßlichen Handfeuerwaffe hantierte. Derjenige soll auch mehrfach versucht haben, in die Luft zu schießen. Umgehend ausrückende Beamte konnten den Gesuchten noch in der Heegermühler Straße ausmachen und zu Boden bringen. Wie anschließend herauskam, handelte es sich bei dem Gerät um eine Schreckschusspistole, für die eigentlich eine waffenrechtliche Erlaubnis von Nöten ist. Da der 56-jährige Delinquent diese nicht besitzt, stehen ihm nun Ermittlungen zum Vorwurf des Verstoßes gegen das Waffengesetz ins Haus.",https://polizei.brandenburg.de/pressemeldung/schreckschussrevolver-abgenommen/5557919,False,,[],[],[]
Ermittlungen nach Schmierereien eingeleitet,09.04.2025,"Bad Freienwalde, Märkisch-Oderland","Die Kriminalpolizei ermittelt seit dem Nachmittag des 08.04.2025 zur Identität der noch Unbekannten, die auf einem Spielplatz in der Karl-Marx-Straße mit Graffitischmierereien von sich reden machten. So wurden mehrere Hakenkreuze und der Schriftzug „Heil Hitler“ hinterlassen. Der polizeiliche Staatsschutz übernimmt das Ganze und wird sich auch mit der Motivation der Schmierfinken befassen.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-nach-schmierereien-eingelei/5557918,False,,[],[],[]
Schläger waren bereits zur Festnahme ausgeschrieben gewesen,09.04.2025,"Erkner, Oder-Spree","Am Abend des 08.04.2025 gerieten drei Männer, die an der Spree ihre Angeln ausgeworfen hatten, aus noch ungeklärter Ursache in einen Streit. Der eskalierte schließlich derart, dass zwei der Beteiligten auf ihren 38-jährigen Kontrahenten einzuschlagen begannen. Auch als er bereits am Boden lag, wurde wohl noch auf ihn eingeschlagen und -getreten. Der so Malträtierte fand in weiterer Folge in einer nahe gelegenen Tankstelle Zuflucht, deren Mitarbeiter die Polizei alarmierten.
Bei der Nahbereichsfahndung konnten die mutmaßlich Tatverdächtigen noch am Ort der Auseinandersetzung ausgemacht werden. Die 25 und 47 Jahre alten Herren hatten Atemalkoholwerte von 1,99 bzw. 2,3 Promille aufzuweisen. An ihren Kleidungsstücken und Händen fand man Blut. Bei weiteren Recherchen stellte sich heraus, dass sowohl der 25-jährige Ukrainer als auch der 47 Jahre alte Pole bereits zur Festnahme ausgeschrieben waren. Ihnen werden Eigentums- bzw. Betrugsdelikte zur Last gelegt.
Für den Geschädigten endete der Abend in ärztlicher Betreuung. Rettungskräfte brachten den Ukrainer dazu in das Unfallkrankenhaus Berlin.",https://polizei.brandenburg.de/pressemeldung/schlaeger-waren-bereits-zur-festnahme-au/5557901,True,Rassismus,"['Physical assault', 'Threat/Intimidation']","['Swastika', 'Hitlergruß', 'Graffiti']","['Racism', 'Antisemitism', 'Xenophobia/Anti-immigrant']"
Ermittlungen laufen,09.04.2025,"Fürstenwalde/Spree, Oder-Spree","Am Abend des 08.04.2025 gerieten in der Friedrich-Engels-Straße zwei Männer aneinander. Dabei schlug einer der beiden Streithähne seinem Kontrahenten die Faust ins Gesicht und verfolgte ihn dann mit einer Axt. Dem derartig Angegangenen gelang aber die Flucht. So muss nun noch geklärt werden, um wen es sich dabei eigentlich gehandelt hatte.
Alarmierte Polizisten konnten den mutmaßlich Tatverdächtigen in einem Hinterhof in der Friedrich-Engels-Straße ausmachen. Bei ihm handelte es sich um einen 26-jährigen Deutschen, der bereits polizeilich bekannt ist. Auch fanden die Beamten eine Axt, die als Beweismittel sichergestellt wurde. Da der Mann eine Verletzung am Arm aufwies, die er sich laut Zeugenhinweis mit einem Messer selbst beigebracht haben soll, nahmen sich Rettungskräfte seiner an. Er befindet sich nun in einem Krankenhaus, wo ihm ärztliche Hilfe zuteilwerden kann. Trotzdem wird zum Vorwurf der Körperverletzung und Bedrohung ermittelt. Da bei der gemeldeten Auseinandersetzung auch ein in der Straße abgestellter Chevrolet Orlando in Mitleidenschaft gezogen worden ist, kommt diese Sachbeschädigung noch hinzu.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-laufen/5557897,False,,[],[],[]
Polizei im Einsatz,09.04.2025,"Frankfurt (Oder), Frankfurt (Oder)","Am 08.04.2025 wurden Polizisten gegen 15:30 Uhr zum Pablo-Neruda-Block gerufen. Kurz zuvor waren dort drei Männer verbal aneinandergeraten. Was den Streit zwischen dem 31-jährigen Marokkaner und seinen 28 bzw. 23 Jahre alten Kontrahenten aus Syrien und Libyen ins Rollen gebracht hatte, muss derzeit noch ermittelt werden.
Bei der Auseinandersetzung erlitt der 28-Jährige eine Verletzung am Oberschenkel, die ihm mutmaßlich mit einem kleinen Küchenmesser zugefügt wurde. Anschließend schlug der tatverdächtige Marokkaner auch noch dem 23-Jährigen mit der Faust ins Gesicht. Der wehrte sich und versetzte seinem Gegenüber ebenfalls Schläge.
Daraufhin flüchtete der Marokkaner, konnte jedoch aufgrund der sehr guten Personenbeschreibung und der Tatsache, dass man es mit keinem polizeilich gänzlich Unbekannten zu tun hatte, in der Alexej-Leonow-Straße ausgemacht und zu Boden gebracht werden. Das Messer fand sich zwar nicht, trotzdem wird nun zum Verdacht der gefährlichen Körperverletzung ermittelt. Der Mann kam zur Verhinderung weiterer Straftaten in polizeilichen Gewahrsam.
Die Verletzung des 28-jährigen Syrers erwies sich als von leichterer Natur und wurde im Klinikum Markendorf behandelt.",https://polizei.brandenburg.de/pressemeldung/polizei-im-einsatz/5557896,True,Rassismus,"['Physical assault', 'Threat/Intimidation', 'Hate speech/Incitement']","['Swastika', 'Hitlergruß']","['Racism', 'Antisemitism', 'Xenophobia/Anti-immigrant']"
Kupferdiebe,09.04.2025,"Kirchmöser, Brandenburg an der Havel","Durch einen Mitarbeiter eines Lebensmittelmarktes wurde der Diebstahl der Verkabelung von Kühlaggregaten gemeldet. Auf der Rückseite des Gebäudes befinden sich mehrere Geräte zur Kühlung der Lagerräume, an denen sämtliche zugängliche Kupferkabel durch unbekannte Täter gestohlen wurden. Aufgrund des Diebstahls kam es zu einem Ausfall der Kühlung um 03:50 Uhr. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/kupferdiebe/5557634,False,,[],[],[]
Diebstahl aus mehreren parkenden Autos,09.04.2025,"Altstadt, Brandenburg an der Havel","Durch Zeugen wurden zwei parkende Fahrzeuge im Bereich der Altstadt Brandenburg gemeldet, in die dem Augenschein nach eingebrochen wurde. Nach Kontaktaufnahme mit den Haltern der PKWs bestätigte sich der anfängliche Verdacht. Es entstand jeweils ein Sachschaden in mittlerer dreistelliger Höhe. Entwendet wurden Alltagsgegenstände. An den Fahrzeugen wurden Spuren gesichert und Strafanzeigen wurden aufgenommen. Die weiteren Ermittlungen führt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/diebstahl-aus-mehreren-parkenden-autos/5557628,False,,[],[],[]
Motorrad gestohlen,09.04.2025,"Ludwigsfelde, Toni-Semmler-Straße, Teltow-Fläming","In der Nacht von Dienstag auf Mittwoch wurde der Polizei ein Diebstahl gemeldet. Ein Motorrad der Marke Honda war im öffentlichen Verkehrsraum in einer Parkbucht geparkt und war bei Wiederankunft des Besitzers nicht mehr vor Ort.
Der Schaden wird auf ca. 2500 Euro beziffert. Durch die Polizei wurde Strafanzeige aufgenommen und Fahndungsmaßnahmen nach dem Fahrzeug eingeleitet.
Mittwoch, 09.04.2025, 02:40 Uhr",https://polizei.brandenburg.de/pressemeldung/motorrad-gestohlen/5557111,False,,[],[],[]
Unbekannte Täter wollen in Haus einbrechen,09.04.2025,"Ludwigsfelde, Ortslage, Teltow-Fläming","Die Polizei ist am Dienstagnachmittag über einen versuchten Einbruch in ein Ludwigsfelder Einfamilienhaus informiert worden. Unbekannte Täter versuchten offenbar mit einem Gegenstand ein Fenster aufzuhebeln. Dies misslang jedoch.
Es entstand Sachschaden von geschätzt 2000 Euro. Durch die eingesetzten Beamten wurde eine Strafanzeige gefertigt.
Dienstag, 08.04.2025, 16:35 Uhr",https://polizei.brandenburg.de/pressemeldung/unbekannte-taeter-wollen-in-haus-einbrec/5557106,False,,[],[],[]
Autoscheibe eingeschlagen,09.04.2025,"Luckenwalde, Ortslage, Teltow-Fläming","Am Dienstagnachmittag wurde der Polizei eine Sachbeschädigung an einem Fahrzeug gemeldet. Bei einem PKW, der auf dem Gelände eines Autohauses stand, wurde die Heckscheibe eingeschlagen und in weiterem Verlauf versucht, das Fahrzeug zu öffnen.
Das misslang jedoch, woraufhin die Täter flüchteten. Der entstandene Schaden wird auf ca. 500 Euro geschätzt. Polizeibeamte begaben sich vor Ort und nahmen eine Strafanzeige auf.
Dienstag, 08.04.2025, 12:01 Uhr",https://polizei.brandenburg.de/pressemeldung/autoscheibe-eingeschlagen/5557091,False,,[],[],[]
