Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
"Ermittlungen wegen Landfriedensbruch, Volksverhetzung und Beleidigung im Rahmen eines Junioren-Fußballspiels eingeleitet",10.11.2024,Neukölln,"Nr. 2272
Der Polizeiliche Staatsschutz des Landeskriminalamts ermittelt zu Straftaten, die sich bei einem Fußballspiel am Donnerstagabend in Britz ereignet haben sollen. Im Rahmen sowie im Nachgang einer Juniorenpartie, die um 18 Uhr angepfiffen wurde, soll eine unbekannt gebliebene Personengruppe die Spieler einer Mannschaft beleidigt und sich ihnen gegenüber antisemitisch geäußert haben. Zudem soll es zu einer körperlichen Auseinandersetzung gekommen sein, bei der die unbekannte Personengruppe mit Stöcken und Messern bewaffnet gewesen sein soll. Die Polizei wurde nicht zum Ort alarmiert. Nach Erkenntnisgewinnung zu den Vorkommnissen wurden Ermittlungsverfahren wegen Landfriedensbruch, Volksverhetzung und Beleidigung von Amts wegen eingeleitet.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1501465.php,berlin_police_results.csv,True,"['volksverhetz', 'antisemit']",10.11.2024,['18'],[],[],['beleidigung'],"['antisemitisch', 'volksverhetzung']"
Volksverhetzende Äußerungen und Beleidigungen,10.11.2024,Steglitz-Zehlendorf,"Nr. 2275
Gestern Abend nahmen Einsatzkräfte einen Mann in Steglitz fest. Der 29-Jährige soll Zeugenaussagen zufolge gegen 22 Uhr in der Kieler Straße vor einer Kirche eine Kerze von einem Stolperstein weggetreten und hierbei volksverhetzende Äußerungen gerufen haben. Die Zeugen alarmierten die Polizei. Bei der Überprüfung beleidigte der alkoholisierte Tatverdächtige mehrfach eine Polizistin. Eine Atemalkoholkontrolle ergab einen Wert von 1,6 Promille. Der 29 Jahre alte Mann wurde zu erkennungsdienstlichen Maßnahmen in einen Polizeigewahrsam gebracht, aus dem er im Anschluss entlassen wurde. Die weiteren Ermittlungen des Polizeilichen Staatsschutzes des Landeskriminalamts dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1501469.php,berlin_police_results.csv,True,['volksverhetz'],10.11.2024,['22'],['29'],"['mann', 'mann']",['beleidigung'],['volksverhetzende']
Homophob beleidigt und bedroht,10.11.2024,Friedrichshain-Kreuzberg,"Nr. 2276
In Friedrichshain gerieten zwei Männer gestern Mittag in einem Café in Streit. Nach ersten Erkenntnissen und Aussagen von Zeuginnen und Zeugen soll sich ein 50 Jahre alter Mann über die Lautstärke einer Personengruppe im Café in der Rigaer Straße beschwert haben. Daraufhin sprach er den 34 Jahre alten Mann aus der Personengruppe an und beleidigte ihn mehrmals homophob. Im Anschluss bedrohte der Tatverdächtige den 34-Jährigen. Zeuginnen und Zeugen wurden auf die Situation aufmerksam. Der Tatverdächtige verließ das Café in unbekannte Richtung. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1501470.php,berlin_police_results.csv,True,['homophob'],10.11.2024,[],['34'],"['mann', 'mann']",[],['homophob']
Gesuchte tatverdächtige Frauen identifiziert,11.11.2024,Lichtenberg,"Nr. 2287
Die mit Bildern gesuchten tatverdächtigen Frauen konnten identifiziert werden. Gegen 14 Uhr meldete sich eine 30-Jährige bei einem Polizeiabschnitt und gab an, eine der gesuchten Frauen der Öffentlichkeitsfahndung zu sein. Im weiteren Verlauf der polizeilichen Maßnahmen konnte auch die zweite Frau identifiziert werden, wobei es sich um eine 28-Jähige handelt. Die Ermittlungen des Polizeilichen Staatsschutzes gegen die beiden mutmaßlichen Rechtsbrecherinnen dauern an.
Erstmeldung Nr. 2281 vom 11. November 2024: Fahrgäste im Bus angegriffen und fremdenfeindlich beleidigt – Polizei bittet um Mithilfe
Mit der Veröffentlichung von Bildern aus Überwachungskameras sucht die Polizei Berlin zwei Frauen, die am Montag, dem 27. November 2023, gegen 23 Uhr, zwei Frauen in einem Bus der Linie 256 in der Siegfriedstraße in Lichtenberg fremdenfeindlich bepöbelt und körperlich angegriffen haben sollen. Dabei sollen sie Reizgas in die Gesichter der Frauen gesprüht zu haben. Eine Tatverdächtige soll eine der Angegriffenen in den Brustkorb getreten, ihre mutmaßliche Mittäterin soll sie gegen Kopf und Gesicht geschlagen haben.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1501585.php,berlin_police_results.csv,True,['fremdenfeind'],11.11.2024,"['14', '23']",['30'],['frau'],"['schlagen', 'treten']",['fremdenfeindlich']
Kiezbüro beschmiert,11.11.2024,Marzahn-Hellersdorf,"Nr. 2285
Heute Vormittag wurde über die Internetwache der Polizei Berlin eine Sachbeschädigung an einem Kiezbüro eines Mitglieds des Abgeordnetenhauses Berlin in Hellersdorf angezeigt. Ein Mitarbeiter des Kiezbüros entdeckte heute gegen 10.40 Uhr, dass das Fenster am Eingang des Büros am Cecilienplatz mit einem Hakenkreuz und einem Schriftzug in weißer Farbe beschädigt wurde. Der Polizeiliche Staatsschutz des Landekriminalamts Berlin hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1501852.php,berlin_police_results.csv,True,['hakenkreuz'],11.11.2024,['10.40'],[],[],[],['hakenkreuz']
Fremdenfeindlich beleidigt und gegen Oberkörper gestoßen,12.11.2024,Pankow,"Nr. 2298
Zu einer Körperverletzung mit fremdenfeindlicher Beleidigung in Heinersdorf gestern Abend hat der Polizeiliche Staatsschutz des Landeskriminalamtes die Ermittlungen übernommen. Den bisherigen Erkenntnissen zufolge lief ein 30-jähriger Mann gegen 19.10 Uhr mit seiner 31-jährigen Ehefrau und zwei Kindern auf dem Gehweg an der Idunastraße, als er von einem Radfahrer nach seiner Herkunft befragt und aufgefordert wurde, sich auszuweisen. Anschließend beleidigte der Unbekannte den 31-Jährigen und dessen Familie fremdenfeindlich, stieß dem Mann mit der Hand gegen dessen Brust und schubste ihn. Ein zufällig vorbeikommender Autofahrer und ein Passant hielten den offensichtlich alkoholisierten Mann von weiteren Angriffen ab, bevor dieser mit seinem Fahrrad in Richtung Asgardstraße davonfuhr. Der 31-Jährige klagte über Schmerzen, gab aber an, keine medizinische Behandlung zu benötigen. Die Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1502188.php,berlin_police_results.csv,True,['fremdenfeind'],12.11.2024,['19.10'],"['30', '31', '31', '31']","['mann', 'mann', 'mann']","['angriff', 'schubsen', 'beleidigung', 'körperverletzung']","['fremdenfeindlich', 'fremdenfeindlicher']"
Transfeindliche Beleidigung,13.11.2024,Charlottenburg-Wilmersdorf,"Nr. 2308
Gestern Nachmittag wurden Einsatzkräfte zu einer transfeindlichen Beleidigung nach Charlottenburg alarmiert. Nach ersten Erkenntnissen soll ein bisher Unbekannter gegen 16.20 Uhr in der Wilmersdorfer Straße eine 34-jährige Transfrau mehrfach transphob beleidigt und zudem noch bedroht haben. Der Unbekannte flüchtete anschließend vom Ort. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1502695.php,berlin_police_results.csv,True,"['transphob', 'transfeind']",13.11.2024,['16.20'],['34'],[],['beleidigung'],"['transphob', 'transfeindlichen', 'transfeindliche']"
Mann griff mehrere Personen an - Festnahme,15.11.2024,Reinickendorf,"Nr. 2325
Ein Mann, der gestern Morgen in Tegel mehrere Personen angegriffen, eine davon fremdenfeindlich beleidigt, bedroht und zudem Sachbeschädigungen begangen haben soll, wurde festgenommen. Nach bisherigem Kenntnisstand soll der 25-Jährige um kurz vor 6 Uhr am U-Bahnhof Alt-Tegel in einen Bus der Linie 125 gestiegen sein, wobei er ein Messer in der Hand hielt. Im Bus soll er dann einem 18-Jährigen mit der Hand gegen die Stirn geschlagen haben. Dadurch erlitt er eine leicht blutende Wunde an der Stirn, die später durch alarmierte Rettungskräfte am Ort behandelt wurde. Anschließend soll der 25-Jährige eine Scheibe des Busses eingeschlagen und sich dann aus dem Bus entfernt haben.
Kurze Zeit später soll er einen 21-Jährigen am U-Bahnhof Alt-Tegel beleidigt haben. Dabei soll er ebenfalls das Messer in der Hand gehalten haben.
An einem nicht weit entfernten Kiosk soll er dann einen Kunden mit dem Messer bedroht und ihm gegenüber geäußert haben, dass er ihn abstechen werde.
Danach soll er in Richtung der Bushaltestellen des U-Bahnhofs Alt-Tegel weitergelaufen sein und dort einen 29-Jährigen fremdenfeindlich beleidigt haben, als dieser aus einem Bus der Linie 133 stieg. Unvermittelt soll er ihm dann mit der Faust ins Gesicht geschlagen haben. Der Angegriffene soll daraufhin zu Boden gegangen sein und den mutmaßlichen Angreifer mit zu Boden gerissen haben. Zeugen halfen dem Angegriffenen und zwischenzeitlich alarmierte Einsatzkräfte nahmen den 25-Jährigen noch in der Nähe fest. Da er bei der Festnahme Widerstand leistete, erlitten zwei Einsatzkräfte Verletzungen, setzten ihren Dienst aber fort. Wegen seines verhaltensauffälligen Zustandes wurde er in einer psychiatrischen Abteilung eines Krankenhauses stationär aufgenommen. Bei der Anfahrt dorthin verletzte er bei weiteren Widerstandshandlungen noch einen Polizeibeamten, der daraufhin nach einer ärztlichen Behandlung in einem Krankenhaus seinen Dienst vorzeitig beenden musste. Der geschlagene
    29-Jährige erlitt ein Hämatom im Gesicht, wollte sich jedoch zunächst nicht ärztlich behandeln lassen. Alle weiteren Beteiligten blieben körperlich unverletzt.
Im Zuge der Festnahme des Mannes wurde durch eine Mitarbeiterin eines Restaurants in der Berliner Straße noch bekannt, dass der Festgenommene dort randaliert haben soll, indem er Flaschen mit Alkohol sowie das Mobiliar zerstörte. Die weiteren Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1503525.php,berlin_police_results.csv,True,['fremdenfeind'],15.11.2024,[],"['25', '18', '25', '21', '29', '25', '29']","['mann', 'mann']",['schlagen'],['fremdenfeindlich']
"Mann homophob beleidigt, geschlagen und getreten",15.11.2024,Friedrichshain-Kreuzberg,"Nr. 2332
In der vergangenen Nacht wurden Einsatzkräfte wegen einer Körperverletzung mit homophobem Hintergrund nach Friedrichshain alarmiert. Nach ersten Erkenntnissen sollen zwei unbekannte Tatverdächtige gegen 1.15 Uhr an der Ecke Ebertystraße und Kochhannstraße einen 22-Jährigen in den Rücken getreten und zu Fall gebracht haben. Anschließend hätten die Unbekannten auf ihn eingetreten und geschlagen und ihn mit Reizgas besprüht. Dabei sollen die Angreifer den Mann mehrfach homophob beleidigt haben, bevor sie unerkannt vom Tatort flüchteten. Der 22-Jährige wurde zur ambulanten Behandlung in ein Krankenhaus gebracht. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 5 (City) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1503612.php,berlin_police_results.csv,True,['homophob'],15.11.2024,['1.15'],"['22', '22']","['mann', 'mann']","['schlagen', 'treten', 'körperverletzung']","['homophobem', 'homophob']"
Bilanz zum Versammlungsgeschehen im Kontext des Nahostkonfliktes,17.11.2024,Charlottenburg-Wilmersdorf,"Nr. 2344
Mit rund 480 Einsatzkräften gewährleistete die Polizei Berlin gestern die Versammlungsfreiheit zu vier angezeigten Versammlungen im Kontext des Nahostkonfliktes, wovon drei Versammlungen, darunter zwei pro-israelische Kundgebungen, störungsfrei verliefen.
Am Aufzug „Solidarität mit Palästina Stoppt den Gaza Genozid Keine Waffen für Israel Stoppt den Krieg“, der gegen 14.20 Uhr auf der Kreuzung Kantstraße/Wilmersdorfer Straße begann, nahmen in der Spitze etwa 500 Personen teil.
Nach dem Beginn des Aufzuges gegen 15 Uhr formierte sich am Ende des selbigen eine Gruppe von rund 150 Personen, die immer wieder stehen blieb. Dadurch entstanden große Lücken und der Aufzug musste von der Polizei Berlin mehrfach angehalten werden. Ebenso mussten die Polizeikräfte die Versammlungsleitung wiederholt dazu auffordern, Einfluss auf diese Gruppe zu nehmen und sie zu einer ordnungsgemäßen Durchführung ermahnen. In Höhe einer Gegenversammlung im Bereich des Savignyplatzes blieb die Gruppe abermals stehen, wobei es aus dieser heraus zu lauten Unmutsäußerungen kam. Die Einsatzkräfte verhinderten durch unmittelbaren Zwang in Form von Schieben und Drücken ein weiteres Einwirken auf die pro-israelische Versammlung. Auf der Kantstraße blieb die Gruppe wieder stehen und es wurden in ihr pyrotechnische Gegenstände wie Bengalofackeln und Nebeltöpfe gezündet. Durch das erneute Stehenbleiben teilte sich der Aufzug nunmehr und der restliche, vordere Teil lief weiter.
    Die Versammlungsleitung schloss die stehengebliebenen 150 Personen nun aus der Versammlung aus und beendete später, gegen 16.30 Uhr, mit den verbliebenen Teilnehmerinnen und Teilnehmern die Versammlung auf dem Hardenbergplatz. Aus der erwähnten Personengruppe heraus kam es indessen zu Rufen verbotener Parolen. In diesem Zusammenhang führten die Einsatzkräfte vier freiheitsbeschränkende sowie beweissichernde Maßnahmen durch. Gegen 16 Uhr erfolgten mehrere Lautsprecherdurchsagen mit der Mitteilung des Ausschlusses aus der Versammlung.
Auf dem Hardenbergplatz hielten sich nach dem Ende der Versammlung noch bis zu 100 Personen auf und skandierten pro-palästinensische Sprechchöre. Es erfolgten Lautsprecherdurchsagen mit der Aufforderung, den Platz zu verlassen. Gegen 16.45 Uhr stellten die Einsatzkräfte an der Kreuzung Kantstraße/Fasanenstraße zwei Gruppen mit insgesamt 100 Personen fest. Da sich die Personen trotz mehrfacher Aufforderung nicht entfernten, wurden sie angehalten und überprüft. Gegen sie wurden entsprechende Ordnungswidrigkeitenverfahren wegen des Nichtentfernens nach dem Ausschluss aus einer Versammlung sowie in vier Fällen Strafermittlungsverfahren wegen des Verdachts des Landfriedensbruches und schweren Widerstands gegen Vollstreckungsbeamte eingeleitet. Im Zusammenhang mit den Identitätsfeststellungen ereignete sich eine wechselseitige Körperverletzung zwischen einer ehemaligen Versammlungsteilnehmerin und einem Journalisten, der die Maßnahmen dokumentierte. Dabei soll die Frau dem
    Journalisten die Kamera aus der Hand geschlagen und auch direkt auf ihn eingewirkt haben. Der Journalist soll sich dagegen zur Wehr gesetzt haben.
Insgesamt führten die Einsatzkräfte 111 freiheitsbeschränkende Maßnahmen gegen 54 Frauen und 57 Männer durch. Sie leiteten darüber hinaus 21 Strafermittlungsverfahren, darunter wegen des Verdachts des Landfriedensbruches, des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen, der Volksverhetzung, der Billigung von Straften, der Körperverletzung und Bedrohung sowie 95 Ordnungswidrigkeitenverfahren wegen des Verstoßes gegen das Versammlungsfreiheitsgesetz Berlin ein. Einsatzkräfte wurden nicht verletzt.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1503766.php,berlin_police_results.csv,True,"['volksverhetz', 'verfassungswidrig']",17.11.2024,"['14.20', '15', '16.30', '16', '16.45']",[],['frau'],"['schlagen', 'versammlung', 'körperverletzung']","['verfassungswidriger', 'volksverhetzung']"
Kirche und Denkmal mit antisemitischen und verbotenen Symbolen beschmiert,17.11.2024,bezirksübergreifend,"Bislang Unbekannte beschmierten ein Denkmal in Prenzlauer Berg und eine Kirche in Kreuzberg. In beiden Fällen ermittelt der Polizeiliche Staatsschutz des Landeskriminalamtes.
Nr. 2345
Gegen 15.10 Uhr des gestrigen Nachmittags zeigte ein Zeuge über die Internetwache der Polizei Berlin an, dass die überlebensgroße Plastik des Namensgebers des Ernst-Thälmann-Parkes mit einem pro-palästinensischen Graffito und einem terroristischen Symbol beschmiert wurde. Die Beschmierung war in einer Größe von rund 7,5 m × 1 m aufgebracht. Zum Ort entsandte Einsatzkräfte der Polizei machten die Schmierereien unkenntlich.
Nr. 2346
Gegen 17 Uhr stellten Zeugen gestern mehrere auf die Fassade einer evangelischen Kirche an der Glogauer Straße geschmierte judenfeindliche und pro-palästinensische Parolen fest und alarmierten die Polizei. Die insgesamt zehn geschmierten Parolen waren überwiegend in einer Größe von rund 1 m × 1 m und alle von blauer Farbe. Sie wurden von den Einsatzkräften unkenntlich gemacht.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1503768.php,berlin_police_results.csv,True,"['antisemit', 'judenfeind']",17.11.2024,"['15.10', '17']",[],[],['graffiti'],"['antisemitischen', 'judenfeindliche']"
Bei Streit fremdenfeindlich und rassistisch beleidigt,19.11.2024,Spandau,"Nr. 2363
Gestern Nachmittag wurden Einsatzkräfte nach Wilhelmstadt alarmiert. Nach ersten Erkenntnissen kam es gegen 17 Uhr zu Streitigkeiten zwischen einem 58-jährigen Radfahrer und einem 56-jährigen Autofahrer, der mit seinem Wagen von einem Tankstellengelände in der Heerstraße fuhr. Im Zuge des Streits soll der Radfahrer gegen das Auto getreten und den Fahrer fremdenfeindlich und rassistisch beleidigt haben. Einsatzkräfte des Polizeiabschnitts 23 nahmen den Tatverdächtigen fest. Nach Abschluss der Maßnahmen durfte er seines Weges gehen. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1504294.php,berlin_police_results.csv,True,"['rassis', 'fremdenfeind']",19.11.2024,['17'],"['58', '56']",[],['treten'],"['rassistisch', 'fremdenfeindlich']"
Touristengruppe antisemitisch beleidigt,21.11.2024,Friedrichshain-Kreuzberg,"Nr. 2384
Einsatzkräfte des Polizeiabschnitts 53 wurden gestern Abend zu einer Kreuzberger Bushaltestelle alarmiert. Als sie gegen 20 Uhr in der Charlottenstraße Ecke Rudi-Dutschke-Straße ankamen, schilderte ihnen ein Zeuge, dass er zuvor vernommen habe, wie der Tatverdächtige, ein 40-Jähriger, antisemitische Beleidigungen in Richtung einer ebenfalls auf den Bus der Linie M 29 wartenden Touristengruppe getätigt habe. Da er dabei bedrohlich auftrat, wählte der Zeuge den Notruf. Im Rahmen der Sachverhaltsaufnahme zeigte sich der Tatverdächtige höchst unkooperativ und äußerte sich weiter judenfeindlich. Eine freiwillig durchgeführte Atemalkoholmessung bei ihm ergab einen Wert von rund drei Promille. Unterstützende Kräfte des Transportkommandos brachten den Mann in einen Polizeigewahrsam, welchen er mit Abschluss der erkennungsdienstlichen Behandlung wieder verlassen durfte. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1505240.php,berlin_police_results.csv,True,"['antisemit', 'judenfeind']",21.11.2024,['20'],['40'],['mann'],['beleidigung'],"['antisemitisch', 'judenfeindlich', 'antisemitische']"
Durchsuchungen wegen Kinderpornografieverdachts und mutmaßlichem Cybergrooming,21.11.2024,berlinweit,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Nr. 2387
Polizeieinsatzkräfte durchsuchten heute früh im Auftrag der Staatsanwaltschaft Berlin stadtweit mit rund 40 Einsatzkräften zwölf Wohnanschriften in Berlin wegen des Verdachts der Verbreitung, des Erwerbs und des Besitzes kinder- und jugendpornografischer Inhalte sowie wegen der Vorbereitung des sexuellen Missbrauchs von Kindern und sexuellen Missbrauchs von Kindern ohne Körperkontakt mit dem Kind. Insgesamt wurden unter Federführung des Landeskriminalamts Berlin zwölf Durchsuchungsbeschlüsse bei zwölf Beschuldigten vollstreckt.
Durch die Bündelung der Maßnahmen soll auch ein deutliches und öffentlich wahrnehmbares Zeichen im Kampf gegen sexualisierte Gewalt an Minderjährigen gesetzt werden.
Die zwölf Beschuldigten, an deren Wohnanschriften in Berlin durchsucht wurde, sind zwischen 17 und 63 Jahre alt.
Neun erwachsene Beschuldigte sollen für den Upload der Bild- und Videodateien, auf denen der sexuelle Missbrauch von Kindern und Jugendlichen dokumentiert ist, unterschiedliche Internetanbieter wie „KIK“, „WhatsApp“, „Knuddels“, „Skype“, „Discord“ genutzt haben.
Ein Beschuldigter im Alter von 35 Jahren wird verdächtigt, am 2. Mai 2024 über die Internetplattform „Reality“ Kontakt zu einem erwachsenen Mann aufgenommen zu haben, welcher sich auf der Plattform als Kind ausgab, und dann versucht zu haben das vermeintliche Kind zu sexuellen Handlungen zu überreden.
Ein 48-Jähriger wird verdächtigt, im Mai 2024 versucht zu haben, über die Plattform Facebook ein Treffen mit sexuellem Kontext mit einem erwachsenen Mann zu arrangieren, welcher sich ebenfalls als Kind auf der Plattform ausgab. Zudem soll der 48-Jährige dem vermeintlichen Kind ein Bild mit sexuellem Inhalt übersandt haben. Der Kontakt soll abgebrochen sein, bevor es zu einem Treffen kam.
Die Durchsuchungen erfolgten in den Berliner Ortsteilen Buch, Charlottenburg, Fennpfuhl, Kaulsdorf, Lichterfelde, Märkisches Viertel, Marzahn, Neu-Hohenschönhausen, Neukölln, Prenzlauer Berg, Wedding und Weißensee.
Bei den Durchsuchungen wurden fünf Computer, 13 Tablet-Computer, 13 Notebooks, 24 Mobiltelefone und zahlreiche weitere Datenträger aufgefunden und beschlagnahmt. Die weiteren Ermittlungen sowie die Auswertung der beschlagnahmten Gegenstände dauern an.
Laut Polizeilicher Kriminalstatistik (PKS) sind die Fallzahlen im Bereich Kinder- und Jugendpornografie von 2022 zu 2023 erneut gestiegen. Die eingehenden Hinweise der Organisation National Center for Missing and Exploited Children (NCMEC) machen derzeit einen Großteil der polizeilichen Ermittlungen aus. 2015 wurden beim BKA etwa 14.500 solcher Fälle aus den USA gemeldet, 2023 waren es 179.000 Fälle – im Vorjahresvergleich gab es demnach einen Anstieg um ca. 32 % (2022: 136.500 Fälle).
Die Aufklärungsquote ist in diesem Deliktsbereich seit Jahren kontinuierlich auf einem hohen Niveau. Im Jahr 2022 lag sie bei rund 80 % und im Jahr 2023 sogar bei rund 90%. Zum einen beinhalten die eingehenden NCMEC-Meldungen häufig detaillierte Hinweise auf eine tatverdächtige Person, zum anderen ermöglichen technische Weiterentwicklungen eine vermehrte Aufklärung der Straftaten. In vielen Fällen handelt es sich bei dem von NCMEC übermittelten Beweismaterial um einzelne Fotos oder Videos, die insbesondere durch Jugendliche oder Kinder unbedacht versendet werden. So stieg der Anteil an Minderjährigen in den letzten Jahren an, die aus eigener Motivation Bilder und Videos von sich erstellen und (ggf. unbeabsichtigt) verbreiten.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1505491.php,berlin_police_results.csv,True,['sexuell'],21.11.2024,[],"['63', '48', '48']","['mann', 'mann', 'jugendliche']",[],"['sexuelle', 'sexuellen', 'sexuellem']"
Festnahme nach volksverhetzenden Äußerungen,21.11.2024,Charlottenburg-Wilmersdorf,"Nr. 2388
Gestern Nachmittag nahmen Polizeieinsatzkräfte des Abschnitts 26 in Schmargendorf eine 59-jährige Frau fest. Eine 31-jährige Frau nahm gegen 15 Uhr im Bus der Linie 110 Richtung Am Wilden Eber eine Unterhaltung zwischen einer 59 Jahre alten Frau und ihrem 58 Jahre alten Begleiter wahr. In dem Verlauf des Gesprächs fiel eine homophobe Äußerung und die 31-Jährige entschloss sich, den weiteren Verlauf des Gesprächs der beiden mit ihrem Handy zu filmen. Als die 59-Jährige mitbekam, dass sie gefilmt wurde, beschimpfte sie die Frau, zeigte ihr ihren Mittelfinger und tätigte volksverhetzende Äußerungen zum Nachteil der 31-Jährigen. Anschließend verließ die mutmaßliche Tatverdächtige den Bus in Richtung Schweinfurthstraße. Alarmierte Einsatzkräfte nahmen die 59-Jährige fest. Nach der Feststellung ihrer Personalien wurde sie entlassen. Die weiteren Ermittlungen wegen des Verdachts der Volksverhetzung gegen die 59-Jährige und des Verdachts der Verletzung der
    Vertraulichkeit des Wortes gegen die 31-Jährige hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1505496.php,berlin_police_results.csv,True,"['volksverhetz', 'homophob']",21.11.2024,['15'],"['59', '31', '31', '59', '31', '59', '59', '31']","['frau', 'frau', 'frau', 'frau']",[],"['volksverhetzende', 'homophobe', 'volksverhetzenden', 'volksverhetzung']"
Volksverhetzung im Foyer des Denkmals für ermordete Juden Europas – Tatverdächtiger dank Zeugenhinweis identifiziert,23.11.2024,bezirksübergreifend,"Mitte/Tempelhof-Schöneberg
Nr. 2398
Dank eines Zeugenhinweises konnte die Polizei gestern Nachmittag den gesuchten 27-Jährigen im Rahmen eines Einsatzes in Mariendorf identifizieren.
Erstmeldung Nr. 2393 vom 22. November 2024: Volksverhetzung im Foyer des Denkmals für ermordete Juden Europas – Wer kennt diesen Mann?
Mit der Veröffentlichung von Lichtbildern sucht die Polizei Berlin nach einem Mann, der im Verdacht steht, sich in einer Gedenkstätte in Mitte volksverhetzend geäußert zu haben. Eine Zeugin beobachtete am 5. November 2023 gegen 17.15 Uhr, wie der Mann im Foyer des Denkmals für die ermordeten Juden Europas in der Cora-Berliner-Straße einen volksverhetzenden Text in das dort ausliegende Gästebuch schrieb.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1505872.php,berlin_police_results.csv,True,['volksverhetz'],23.11.2024,['17.15'],['27'],"['mann', 'mann', 'mann']",[],"['volksverhetzenden', 'volksverhetzend', 'volksverhetzung']"
"Strafanzeige nach fremdenfeindlicher, rassistischer und homophober Pöbelei",25.11.2024,Charlottenburg-Wilmersdorf,"Nr. 2411
Gestern Abend riefen eine Frau und ein Mann die Polizei, nachdem sie in Charlottenburg fremdenfeindlich, rassistisch und homophob angepöbelt worden waren. Auch ein Zeuge hatte die Beleidigungen gehört, die der 56-Jährige gegen 18 Uhr in der Fritschestraße gegenüber dem 37 Jahre alten Mann und seiner 36-jährigen Lebensgefährtin ausgesprochen hatte. Es kam zu einer Rangelei zwischen dem Pöbler und dem 37-Jährigen. Auch in Gegenwart der inzwischen am Ort angetroffenen Einsatzkräfte machte der Tatverdächtige fremdenfeindliche Kommentare und äußerte sich zudem diskriminierend gegenüber einer jungen Polizistin. Der Mann wurde in einen Polizeigewahrsam gebracht, wo er sich einer erkennungsdienstlichen Behandlung unterziehen musste. Er erstattete seinerseits Anzeige gegen den 37-Jährigen wegen Bedrohung und Beleidigung. Der Polizeiliche Staatsschutz des Landeskriminalamtes hat die Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1506219.php,berlin_police_results.csv,True,"['rassis', 'fremdenfeind', 'homophob']",25.11.2024,['18'],"['56', '36', '37', '37']","['frau', 'mann', 'mann', 'mann']",['beleidigung'],"['rassistisch', 'rassistischer', 'homophober', 'fremdenfeindlicher', 'fremdenfeindlich', 'fremdenfeindliche', 'homophob']"
Kinder fremdenfeindlich beleidigt und getreten,25.11.2024,Marzahn-Hellersdorf,"Nr. 2417
Gestern Nachmittag beleidigte ein Unbekannter zwei Kinder in Hellersdorf fremdenfeindlich und griff den Älteren an. Gegen 17 Uhr befanden sich zwei Jungs im Alter von neun und zwölf Jahren auf dem Gehweg der Hellersdorfer Straße, als ihnen ein Mann entgegengelaufen sein soll. Nach Zeugenaussage soll der Unbekannte die Brüder erst fremdenfeindlich beleidigt und anschließend den Zwölfjährigen gegen sein Schienbein getreten haben. Dabei erlitt der ältere Bruder Schmerzen, eine medizinische Behandlung war jedoch nicht erforderlich. Der Tatverdächtige ergriff die Flucht. Alarmierte Einsatzkräfte suchten den Nahbereich ohne Erfolg ab und brachten die Kinder zu ihren Eltern. Der Polizeiliche Staatsschutz des Landeskriminalamts übernahm die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1506328.php,berlin_police_results.csv,True,['fremdenfeind'],25.11.2024,['17'],[],['mann'],['treten'],['fremdenfeindlich']
